(scrambled) Authors,Abstract Link,Authors,Cited-By Count,Cited-By Link,DOI,Date,EID,Funding Agency,Page Range,PubMed ID,Scopus ID,Scopus Link,SearchedAuthor,Source Title,Title,Type
,https://api.elsevier.com/content/abstract/scopus_id/0642343889,Judith L. Rapoport;F. Xavier Castellanos;Deanna K. Greenstein;Rebecca F. Gottesman;Jay N. Giedd;Wendy S. Sharp,91,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0642343889&origin=inward,10.1176/appi.ajp.160.9.1693,2003-09-01,2-s2.0-0642343889,,1693-1696,12944348.0,642343889,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0642343889&origin=inward,Rapoport,American Journal of Psychiatry,Anatomic brain abnormalities in monozygotic twins discordant for attention deficit hyperactivity disorder,Article
,https://api.elsevier.com/content/abstract/scopus_id/0037228033,Judith L. Rapoport;F. Xavier Castellanos;Jay N. Giedd;A. Catherine Vaituzis;Audrey Keller;Neal O. Jeffries,92,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0037228033&origin=inward,10.1176/appi.ajp.160.1.128,2003-01-01,2-s2.0-0037228033,,128-133,12505811.0,37228033,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0037228033&origin=inward,Rapoport,American Journal of Psychiatry,Progressive loss of cerebellar volume in childhood-onset schizophrenia,Article
,https://api.elsevier.com/content/abstract/scopus_id/34547843470,Judith L. Rapoport;Kiralee M. Hayashi;Tom F. Nugent Iii;Deanna Greenstein;Liv Clasen;Jay N. Giedd;David Jung;Paul M. Thompson;Anna Ordonez;Marge Lenane;David H. Herman;Cathy Vaituzis;Wendy Sharp;Ellen Leibenluft;Arthur W. Toga;Nitin Gogtay,92,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=34547843470&origin=inward,10.1111/j.1469-7610.2007.01747.x,2007-09-01,2-s2.0-34547843470,,852-862,17714370.0,34547843470,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=34547843470&origin=inward,Leibenluft,Journal of Child Psychology and Psychiatry and Allied Disciplines,Dynamic mapping of cortical development before and after the onset of pediatric bipolar illness,Article
,https://api.elsevier.com/content/abstract/scopus_id/40049110129,Mara Parellada;David Fraguas;Nitin Gogtay;Dolores Moreno;Salvador Martínez;Manuel Desco;Judith Rapoport;Anthony James;Celso Arango;Carmen Moreno,68,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=40049110129&origin=inward,10.1093/schbul/sbm157,2008-03-01,2-s2.0-40049110129,,341-353,18234701.0,40049110129,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=40049110129&origin=inward,Rapoport,Schizophrenia Bulletin,Longitudinal brain changes in early-onset psychosis,Review
,https://api.elsevier.com/content/abstract/scopus_id/0033849886,J. Bedwell;J. E. Nelson;J. N. Giedd;L. K. Jacobsen;S. Hamburger;K. McKenna;M. Lenane;J. L. Rapoport;S. Kumra;A. C. Vaituzis,62,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0033849886&origin=inward,10.1176/appi.ajp.157.9.1467,2000-09-18,2-s2.0-0033849886,,1467-1474,10964864.0,33849886,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0033849886&origin=inward,Rapoport,American Journal of Psychiatry,Childhood-onset psychotic disorders: Magnetic resonance imaging of volumetric differences in brain structure,Article
,https://api.elsevier.com/content/abstract/scopus_id/0037362607,Judith L. Rapoport;Alexandra Sporn;Peter A. Gochman;Deanna Greenstein;Jay N. Giedd;Alex Zijdenbos;Liv S. Clasen;Marge Lenane;Nitin Gogtay,55,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0037362607&origin=inward,10.1176/appi.ajp.160.3.569,2003-03-01,2-s2.0-0037362607,,569-571,12611841.0,37362607,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0037362607&origin=inward,Rapoport,American Journal of Psychiatry,Structural brain MRI abnormalities in healthy siblings of patients with childhood-onset schizophrenia,Article
,https://api.elsevier.com/content/abstract/scopus_id/84866056199,Ayelet Erez;Armin Raznahan;Nicola Brunetti-Pierri;James R. Lupski;Judith Rapoport;J. G. Keeney;Sau Wai Cheung;Nathan Anderson;Majesta S. O'bleness;C. Michael Dickens;Sandesh S.C. Nagamani;Tasha Fingerlin;Jay Giedd;Rachel Sugalski;James M. Sikela;Jonathan M. Davis;Megan Sikela;Laura J. Dumas;Jay Jackson,58,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84866056199&origin=inward,10.1016/j.ajhg.2012.07.016,2012-09-07,2-s2.0-84866056199,,444-454,22901949.0,84866056199,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84866056199&origin=inward,Raznahan,American Journal of Human Genetics,DUF1220-domain copy number implicated in human brain-size pathology and evolution,Article
,https://api.elsevier.com/content/abstract/scopus_id/33846584937,Judith L. Rapoport;Kiralee M. Hayashi;Deanna Greenstein;Liv Clasen;Tom F. Nugent;David Jung;Jay N. Giedd;Paul M. Thompson;Anna Ordonez;Marge Lenane;David H. Herman;Arthur W. Toga;Nitin Gogtay,49,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33846584937&origin=inward,10.1016/j.schres.2006.10.014,2007-02-01,2-s2.0-33846584937,,62-70,17161938.0,33846584937,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33846584937&origin=inward,Rapoport,Schizophrenia Research,Dynamic mapping of hippocampal development in childhood onset schizophrenia,Article
,https://api.elsevier.com/content/abstract/scopus_id/0036337907,Judith L. Rapoport;Jay Giedd;Nitin Gogtay,49,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0036337907&origin=inward,10.1001/archneur.59.8.1244,2002-08-19,2-s2.0-0036337907,,1244-1248,12164719.0,36337907,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0036337907&origin=inward,Rapoport,Archives of Neurology,"Brain development in healthy, hyperactive, and psychotic children",Review
,https://api.elsevier.com/content/abstract/scopus_id/0038402732,Judith L. Rapoport;Hong Liu;Jay N. Giedd;Liv S. Clasen;Audrey Keller;Neal O. Jeffries;Jonathan Blumenthal,44,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0038402732&origin=inward,10.1016/S0920-9964(02)00354-7,2003-07-01,2-s2.0-0038402732,,105-114,12765750.0,38402732,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0038402732&origin=inward,Rapoport,Schizophrenia Research,Corpus callosum development in childhood-onset schizophrenia,Article
,https://api.elsevier.com/content/abstract/scopus_id/0034937483,Judith L. Rapoport;Rob Nicolson;Gunvant K. Thaker;Peter Gochman;Jay N. Giedd;Frances Brookner;Sanjiv Kumra;Marge Lenane;Lori Spechler;Marianne Wudarsky,40,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0034937483&origin=inward,10.1053/comp.2001.24573,2001-01-01,2-s2.0-0034937483,,319-325,11458307.0,34937483,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0034937483&origin=inward,Rapoport,Comprehensive Psychiatry,Children and adolescents with psychotic disorder not otherwise specified: A 2- to 8-year follow-up study,Article
,https://api.elsevier.com/content/abstract/scopus_id/79960283056,Judith L. Rapoport;Liv Clasen;Deanna Greenstein;Jay N. Giedd;Armin Raznahan;Yohan Lee;Robert Long;Pete Gochman;Nitin Gogtay;Anjene Addington,36,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79960283056&origin=inward,10.1016/j.neuroimage.2011.05.032,2011-08-15,2-s2.0-79960283056,,1517-1523,21620981.0,79960283056,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79960283056&origin=inward,Raznahan,NeuroImage,"Catechol-o-methyl transferase (COMT) val158met polymorphism and adolescent cortical development in patients with childhood-onset schizophrenia, their non-psychotic siblings, and healthy controls",Article
,https://api.elsevier.com/content/abstract/scopus_id/79959662116,Judith L. Rapoport;Julia W. Tossell;Nitin Gogtay;Liv Clasen;Anand A. Mattai;Deanna Greenstein;Reva Stidd;Rachel Miller;Brian Weisinger,38,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79959662116&origin=inward,10.1016/j.jaac.2011.03.016,2011-07-01,2-s2.0-79959662116,,697-704,21703497.0,79959662116,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79959662116&origin=inward,Rapoport,Journal of the American Academy of Child and Adolescent Psychiatry,Normalization of cortical gray matter deficits in nonpsychotic siblings of patients with childhood-onset schizophrenia,Article
,https://api.elsevier.com/content/abstract/scopus_id/79955142750,Francois Lalonde;Nitin Gogtay;Avinash Hosanagar;Deanna Greenstein;Liv Clasen;Reva Stidd;Judith Rapoport;Anand Mattai;Brian Weisinger,34,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79955142750&origin=inward,10.1176/appi.ajp.2010.10050681,2011-04-01,2-s2.0-79955142750,,427-435,21245087.0,79955142750,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79955142750&origin=inward,Rapoport,American Journal of Psychiatry,Hippocampal volume development in healthy siblings of childhood-onset schizophrenia patients,Article
,https://api.elsevier.com/content/abstract/scopus_id/71549142556,Jennifer Bakalar;Deanna Greenstein;Liv Clasen;Reva Stidd;Judith Rapoport;Anand Mattai;Alex Chavez;Nitin Gogtay,29,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=71549142556&origin=inward,10.1016/j.schres.2009.10.018,2010-01-01,2-s2.0-71549142556,,44-48,19913390.0,71549142556,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=71549142556&origin=inward,Rapoport,Schizophrenia Research,Effects of clozapine and olanzapine on cortical thickness in childhood-onset schizophrenia,Article
,https://api.elsevier.com/content/abstract/scopus_id/79954911270,Mary Gilliam;Francois Lalonde;Michael Stockman;Meaghan Malek;Deanna Greenstein;Liv Clasen;Philip Shaw;Wendy Sharp;Judith Rapoport;Jay Giedd,29,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79954911270&origin=inward,10.1016/j.biopsych.2010.11.024,2011-05-01,2-s2.0-79954911270,,839-846,21247556.0,79954911270,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79954911270&origin=inward,Rapoport,Biological Psychiatry,Developmental trajectories of the corpus callosum in attention-deficit/ hyperactivity disorder,Article
,https://api.elsevier.com/content/abstract/scopus_id/80051704258,Judith Rapoport;Nitin Gogtay;Liv Clausen;Deanna Greenstein;Lan Tran;Rhoshel Lenroot;Alex Chavez;A. C. Vaituzis,23,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80051704258&origin=inward,10.1016/j.pscychresns.2011.02.010,2011-09-30,2-s2.0-80051704258,,131-137,21803550.0,80051704258,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80051704258&origin=inward,Rapoport,Psychiatry Research - Neuroimaging,Cerebellar development in childhood onset schizophrenia and non-psychotic siblings,Article
,https://api.elsevier.com/content/abstract/scopus_id/84866046475,Xue Hua;Judith L. Rapoport;Christina P. Boyle;Brian Weisinger;Liv Clasen;Jay N. Giedd;Paul M. Thompson;Reva Stidd;Alex Chavez;Arthur W. Toga;Suh Lee;Nitin Gogtay,21,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84866046475&origin=inward,10.1001/archgenpsychiatry.2011.2084,2012-09-01,2-s2.0-84866046475,,875-884,22945617.0,84866046475,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84866046475&origin=inward,Rapoport,Archives of General Psychiatry,Delayed white matter growth trajectory in young nonpsychotic siblings of patients with childhood-onset schizophrenia,Article
,https://api.elsevier.com/content/abstract/scopus_id/0001357913,Nitin Gogate;Kristin Janson;Jay Giedd;Judith L. Rapoport,20,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0001357913&origin=inward,10.1016/S1566-2772(01)00014-7,2001-01-01,2-s2.0-0001357913,,283-290,,1357913,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0001357913&origin=inward,Rapoport,Clinical Neuroscience Research,Brain imaging in normal and abnormal brain development: New perspectives for child psychiatry,Article
,https://api.elsevier.com/content/abstract/scopus_id/84876782347,Francois Lalonde;Sarah L.M. Johnson;Liv Clasen;Deanna Greenstein;Rachel Miller;Lei Wang;Kathryn I. Alpert;Judith Rapoport;Nitin Gogtay,21,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84876782347&origin=inward,10.1016/j.jaac.2013.02.003,2013-01-01,2-s2.0-84876782347,NIH,,23622854.0,84876782347,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84876782347&origin=inward,Rapoport,Journal of the American Academy of Child and Adolescent Psychiatry,Hippocampal shape abnormalities of patients with childhood-onset schizophrenia and their unaffected siblings,Article
,https://api.elsevier.com/content/abstract/scopus_id/84925273002,Judith L. Rapoport;M. Mallar Chakravarty;D. Louis Collins;Nitin Gogtay;Jay N. Giedd;Philip Shaw;Armin Raznahan;Jason P. Lerch,27,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84925273002&origin=inward,10.1002/hbm.22715,2015-04-01,2-s2.0-84925273002,NSERC,1458-1469,25504933.0,84925273002,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84925273002&origin=inward,Rapoport,Human Brain Mapping,Striatal shape abnormalities as novel neurodevelopmental endophenotypes in schizophrenia: A longitudinal study,Article
,https://api.elsevier.com/content/abstract/scopus_id/55249124339,Judith L. Rapoport;Peter Gochman;Deanna K. Greenstein;Sarah Wolfe;Nitin Gogtay,12,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=55249124339&origin=inward,10.1097/CHI.0b013e3181825b0c,2008-01-01,2-s2.0-55249124339,,1133-1140,18724254.0,55249124339,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=55249124339&origin=inward,Rapoport,Journal of the American Academy of Child and Adolescent Psychiatry,Remission status and cortical thickness in childhood-onset schizophrenia,Article
,https://api.elsevier.com/content/abstract/scopus_id/70349412917,Judith L. Rapoport;Alan C. Evans;Julia W. Tossell;Deanna K. Greenstein;Liv Clasen;Jennifer L. Bakalar;Anand A. Mattai;Rachel Miller;Nitin Gogtay,10,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=70349412917&origin=inward,10.1016/j.schres.2009.07.026,2009-11-01,2-s2.0-70349412917,,12-16,19734017.0,70349412917,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=70349412917&origin=inward,Rapoport,Schizophrenia Research,General absence of abnormal cortical asymmetry in childhood-onset schizophrenia: A longitudinal study,Article
,https://api.elsevier.com/content/abstract/scopus_id/84872837908,Francois Lalonde;Sarah L.M. Johnson;Liv Clasen;Deanna Greenstein;Rachel Miller;Judith Rapoport;Nitin Gogtay,10,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84872837908&origin=inward,10.1016/j.pscychresns.2012.09.013,2013-01-30,2-s2.0-84872837908,,11-16,23154096.0,84872837908,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84872837908&origin=inward,Rapoport,Psychiatry Research - Neuroimaging,Absence of anatomic corpus callosal abnormalities in childhood-onset schizophrenia patients and healthy siblings,Article
,https://api.elsevier.com/content/abstract/scopus_id/84865340281,Judith L. Rapoport;Oscar Fernandez de la Vega;Nitin Gogtay;Liv Clasen;Jennifer L. Bakalar;Deanna Greenstein;Reva Stidd;Rachel Miller;Brian Weisinger,9,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84865340281&origin=inward,10.1016/j.schres.2012.07.006,2012-09-01,2-s2.0-84865340281,,149-154,22835806.0,84865340281,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84865340281&origin=inward,Rapoport,Schizophrenia Research,Psychotic symptoms and gray matter deficits in clinical pediatric populations,Article
,https://api.elsevier.com/content/abstract/scopus_id/37849007193,Judith L. Rapoport;Philip Shaw,5,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=37849007193&origin=inward,10.1097/chi.0b013e31815aac83,2008-01-01,2-s2.0-37849007193,,2-3,18174819.0,37849007193,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=37849007193&origin=inward,Rapoport,Journal of the American Academy of Child and Adolescent Psychiatry,Defining the contribution of genetic risk to structural and functional anomalies in ADHD,Editorial
,https://api.elsevier.com/content/abstract/scopus_id/84938738172,N. Gogtay;D. Greenstein;L. A. Friedman;J. L. Rapoport;A. A. Anvari;P. Gochman,2,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84938738172&origin=inward,10.1017/S0033291715000677,2015-01-01,2-s2.0-84938738172,,2667-2674,25936396.0,84938738172,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84938738172&origin=inward,Rapoport,Psychological Medicine,Hippocampal volume change relates to clinical outcome in childhood-onset schizophrenia,Article
,https://api.elsevier.com/content/abstract/scopus_id/77957890548,Mara Parellada;David Fraguas;Nitin Gogtay;Dolores Moreno;Salvador Martinez;Manuel Desco;Judith Rapoport;Anthony James;Celso Arango;Carmen Moreno,0,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77957890548&origin=inward,10.1684/ipe.2010.0650,2010-06-01,2-s2.0-77957890548,,513-527,,77957890548,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77957890548&origin=inward,Rapoport,Information Psychiatrique,Longitudinal brain Changes in early-onset psychosis,Article
,https://api.elsevier.com/content/abstract/scopus_id/84982786684,Berna Güroğlu;Megan M. Herting;Anne Lise Goddings;Elizabeth R. Sowell;Eveline A. Crone;Armin Raznahan;Rosa Meuwese;Sarah Jayne Blakemore;Kathryn L. Mills;Christian K. Tamnes;Ronald E. Dahl,86,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84982786684&origin=inward,10.1016/j.neuroimage.2016.07.044,2016-11-01,2-s2.0-84982786684,,273-281,27453157.0,84982786684,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84982786684&origin=inward,Raznahan,NeuroImage,Structural brain development between childhood and adulthood: Convergence across four longitudinal samples,Article
,https://api.elsevier.com/content/abstract/scopus_id/84974711219,Francois Lalonde;Michael Stockman;Liv Clasen;Aaron Alexander-Bloch;Armin Raznahan;Lisa Ronan;Jay Giedd,42,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84974711219&origin=inward,10.1002/hbm.23180,2016-07-01,2-s2.0-84974711219,,2385-2397,27004471.0,84974711219,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84974711219&origin=inward,Raznahan,Human Brain Mapping,Subtle in-scanner motion biases automated measurement of brain anatomy from in vivo MRI,Article
,https://api.elsevier.com/content/abstract/scopus_id/84964614347,Lorie Shora;Francois Lalonde;Dede Greenstein;Alex Martin;Rebecca A. Berman;Liv Clasen;Armin Raznahan;Anna E. Ordonez;Judith Rapoport;Rebecca E. Watsky;Stephen J. Gotts;Harrison M. McAdams;Nitin Gogtay,29,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84964614347&origin=inward,10.1093/brain/awv306,2016-01-01,2-s2.0-84964614347,,276-291,26493637.0,84964614347,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84964614347&origin=inward,Raznahan,Brain,Disrupted sensorimotor and social-cognitive networks underlie symptoms in childhoodonset schizophrenia,Article
,https://api.elsevier.com/content/abstract/scopus_id/84981249262,David I. Driver;Ellen Condon;Amy Lin;Philip Shaw;François M. Lalonde;Armin Raznahan;Nancy Raitano Lee;Liv S. Clasen;Elizabeth I. Adeyemi;Jay N. Giedd;Nitin Gogtay,16,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84981249262&origin=inward,10.1093/cercor/bhv107,2016-01-01,2-s2.0-84981249262,,2982-2990,26088974.0,84981249262,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84981249262&origin=inward,Shaw,Cerebral Cortex,Dissociations in cortical morphometry in youth with down syndrome: Evidence for reduced surface area but increased thickness,Article
,https://api.elsevier.com/content/abstract/scopus_id/84959421386,Paul Kirkpatrick Reardon;M. Mallar Chakravarty;Liv Clasen;Jay N. Giedd;Armin Raznahan;Jonathan Blumenthal;Jason P. Lerch,14,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84959421386&origin=inward,10.1523/JNEUROSCI.3195-15.2016,2016-02-24,2-s2.0-84959421386,,2438-2448,26911691.0,84959421386,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84959421386&origin=inward,Raznahan,Journal of Neuroscience,An allometric analysis of sex and sex chromosome dosage effects on subcortical anatomy in humans,Article
,https://api.elsevier.com/content/abstract/scopus_id/84974667659,Susan Swedo;Cristan Farmer;Elizabeth Smith;Deanna Greenstein;Armin Raznahan;Audrey Thurm;Jay Giedd,15,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84974667659&origin=inward,10.1002/hbm.23195,2016-07-01,2-s2.0-84974667659,,2616-2629,27061356.0,84974667659,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84974667659&origin=inward,Thurm,Human Brain Mapping,Cortical thickness change in autism during early childhood,Article
,https://api.elsevier.com/content/abstract/scopus_id/84959428581,Jonathan D. Blumenthal;Deanna Greenstein;Jay N. Giedd;Armin Raznahan;Nancy Raitano Lee;Liv S. Clasen;Gregory L. Wallace,11,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84959428581&origin=inward,10.1093/cercor/bhu174,2016-01-01,2-s2.0-84959428581,,70-79,25146371.0,84959428581,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84959428581&origin=inward,Raznahan,Cerebral Cortex,Globally Divergent but Locally Convergent X- and Y-Chromosome Influences on Cortical Development,Article
,https://api.elsevier.com/content/abstract/scopus_id/84960349719,N. Gogtay;J. F. Mangin;J. Giedd;C. Fisher;M. Plaze;C. Tissier;D. Rivière;O. Houdé;G. Borst;O. Gay;A. Cachia;A. Raznahan,14,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84960349719&origin=inward,10.1016/j.dcn.2016.02.011,2016-06-01,2-s2.0-84960349719,,122-127,26974743.0,84960349719,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84960349719&origin=inward,Raznahan,Developmental Cognitive Neuroscience,Longitudinal stability of the folding pattern of the anterior cingulate cortex during development,Article
,https://api.elsevier.com/content/abstract/scopus_id/84942313058,Jason Lerch;Frank Probst;Yan He Lue;Ronald Swerdloff;Deanna Greenstein;Christina Wang;Armin Raznahan;Jay Giedd,9,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84942313058&origin=inward,10.1007/s00429-014-0875-9,2015-11-26,2-s2.0-84942313058,,3581-3593,25146308.0,84942313058,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84942313058&origin=inward,Raznahan,Brain Structure and Function,Triangulating the sexually dimorphic brain through high-resolution neuroimaging of murine sex chromosome aneuploidies,Article
,https://api.elsevier.com/content/abstract/scopus_id/84961836759,Russell T. Shinohara;Kosha Ruparel;Simon N. Vandekar;Raquel E. Gur;Ruben C. Gur;David R. Roalf;Armin Raznahan;Theodore D. Satterthwaite;Ryan D. Hopson,5,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84961836759&origin=inward,10.1016/j.neuroimage.2016.03.002,2016-06-01,2-s2.0-84961836759,,88-97,26956908.0,84961836759,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84961836759&origin=inward,Raznahan,NeuroImage,Subject-level measurement of local cortical coupling,Article
,https://api.elsevier.com/content/abstract/scopus_id/85048179321,M. Mallar Chakravarty;Raihaan Patel;Russell T. Shinohara;Jonathan D. Blumenthal;Simon Vandekar;Raquel E. Gur;Francois M. Lalonde;Siyuan Liu;Min Tae M. Park;P. K. Reardon;Aaron Alexander-Bloch;Jay N. Giedd;Liv S. Clasen;Ruben C. Gur;Theodore D. Satterthwaite;Armin Raznahan;Jason P. Lerch;Jakob Seidlitz,10,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85048179321&origin=inward,10.1126/science.aar2578,2018-01-01,2-s2.0-85048179321,,1222-1227,29853553.0,85048179321,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85048179321&origin=inward,Raznahan,Science,Normative brain size variation and brain shape diversity in humans,Article
,https://api.elsevier.com/content/abstract/scopus_id/79960839634,Luca Massacesi;Daniel S. Reich;María I. Gaitán;Bibiana Bielekova;Kaylan M. Fenton;Iordanis E. Evangelou;Colin D. Shea;Roger D. Stone,93,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79960839634&origin=inward,10.1002/ana.22472,2011-07-01,2-s2.0-79960839634,,22-29,21710622.0,79960839634,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79960839634&origin=inward,Bielekova,Annals of Neurology,Evolution of the blood-brain barrier in newly forming multiple sclerosis lesions,Article
,https://api.elsevier.com/content/abstract/scopus_id/84899618667,Hudson H. Freeze;Matthew Biancalana;Helen C. Su;Jonathan J. Lyons;Joshua D. Milner;Steven M. Holland;Daniel S. Reich;Ian T. Lamborn;Yu Zhang;Shrimati Datta;Huseyin Mehmet;Mie Ichikawa;Huie Jing;Kelly D. Stone;Jason D. Hughes;Joshua McElwee;Lynne A. Wolfe;Xiaomin Yu;Thomas Dimaggio;Helen F. Matthews;Sarah M. Kranick;Alexandra F. Freeman;Emily S. Kim,101,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84899618667&origin=inward,10.1016/j.jaci.2014.02.013,2014-01-01,2-s2.0-84899618667,,,24589341.0,84899618667,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84899618667&origin=inward,Reich,Journal of Allergy and Clinical Immunology,"Autosomal recessive phosphoglucomutase 3 (PGM3) mutations link glycosylation defects to atopy, immune deficiency, autoimmunity, and neurocognitive impairment",Article
,https://api.elsevier.com/content/abstract/scopus_id/84937010544,Daniel S. Reich;Dragan Maric;Joan Ohayon;Luisa Vuolo;Anuradha Rao;Martina Absinta;John A. Butman;María I. Reyes-Mantilla;Irene C.M. Cortese;Pascal Sati;Peter A. Calabresi;Carlos A. Pardo;Govind Nair;Kaylan Fenton,88,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84937010544&origin=inward,10.1212/WNL.0000000000001587,2015-01-01,2-s2.0-84937010544,,18-28,25888557.0,84937010544,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84937010544&origin=inward,Cortese,Neurology,Gadolinium-based MRI characterization of leptomeningeal inflammation in multiple sclerosis,Article
,https://api.elsevier.com/content/abstract/scopus_id/84890796734,Daniel S. Reich;María I. Gaitán;Irene C M Cortese;Martina Absinta;Pascal Sati;Pietro Maggi;Massimo Filippi,66,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84890796734&origin=inward,10.1002/ana.23959,2013-11-01,2-s2.0-84890796734,,669-678,,84890796734,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84890796734&origin=inward,Cortese,Annals of Neurology,Seven-tesla phase imaging of acute multiple sclerosis lesions: A new window into the inflammatory process,Article
