FMRIF?,Searched PI,Type,Source Title,Title,Authors (scrambled),Date,DOI,PubMed ID,Scopus ID,EID,Cited-By Count,Abstract Link,Scopus Link,Cited-By Link,Funding Agency,Page Range
,Reich,Review,The Lancet Neurology,Spinal cord involvement in multiple sclerosis and neuromyelitis optica spectrum disorders,Claudia Gandini Wheeler-Kingshott;Jerome De Sèze;Giancarlo Comi;Myla Goldman;Ruth Ann Marrie;David Miller;Michael Levy;Izlem Izbudak;Per Soelberg Sorensen;Jeffrey A. Cohen;Burkhard Becher;Olga Ciccarelli;Brenda Banwell;Sandra Vukusic;Brian G. Weinshenker;Kazuo Fujihara;Carsten Lukas;Fred Lublin;Bruce Trapp;Peter Calabresi;Bruce Bebo;Stephen Reingold;Olaf Stuve;Anthony Traboulsee;Jorge Correale;Eoin Flanagan;Mark Freedman;Anke Henning;Hans Peter Hartung;Claudia Lucchinetti;Stephen C. Reingold;Friedemann Paul;Junqian Xu;Alexander Brandt;Maria Trojano;Alex Rovira;Cornelia Laule;Bernard Uitdehaag;Maria Sormani;Sebastien Ourselin;Daniel Pelletier;Benjamin Greenberg;Maria Assunta Rocca;Jean Philippe Ranjeva;François Bethoux;Claudia Chien;Hans Lassmann;Jeffrey Cohen;Nicola De Stefano;Mar Tintoré;Franz Fazekas;Daniel Reich;Xavier Montalban;Brian Weinshenker;Alan Thompson;Steven Galetta;Emmanuelle Waubant;Jeremy Chatway;Maria Pia Amato;Regina Schlaerger;Ludwig Kappos;Bernhard Hemmer;Frederik Barkhof;Aaron Miller;Tanuja Chitnis;Wallace Brownlee;Ellen Mowry,2019-02-01,10.1016/S1474-4422(18)30460-5,30663608,85060049167,2-s2.0-85060049167,23,https://api.elsevier.com/content/abstract/scopus_id/85060049167,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060049167&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060049167&origin=inward,NIHR,185-197
,Reich,Article,Neurobiology of Aging,Strong and specific associations between cardiovascular risk factors and white matter micro- and macrostructure in healthy aging,David Troy;Gillian Amery;Liana Amunts;Lauren Bates;Diane Rowland;Rafael Henriques;John Sargeant;Hayley Fisher;Carol Brayne;Aldabra Stoddart;Fiona E. Matthews;Anne Barcroft;Kamen Tsvetanov;Edward T. Bullmore;Abdur Mustafa;Patricia Johnston;Laura Villis;Jaya Hillman;Maggie Squire;Darren Price;Anna McCarrey;Tim Dalgleish;William D. Marslen-Wilson;Kim Norman;Delia Fuhrmann;Marta Correia;Simon Davis;Karen Campbell;David Samu;Geoff Hale;Meredith A. Shafto;Jonathan Dowrick;Melissa Fair;Janna van Belle;David Nesbitt;Nitin Williams;Jessica Penrose;Amanda Castle;Dan Barnes;Alison McMinn;Frances Johnson;Adarsh Grewal;Rogier Kievit;Fiona Roby;Tibor Auer;Andrew Hilton;Emma Green;Jodie Allen;Cheryl Stone;James B. Rowe;Rogier A. Kievit;Joanne Mitchell;Sofia Gerbase;Stanimira Georgieva;Teresa Cheung;Beth Parkin;Rhodri Cusack;Tina Emery;Linda Geerligs;Cheryl Dias;Marie Dixon;Andrew Gadie;Thea Kavanagh-Williamson;Tracy Thompson;Meredith Shafto;Magdalena Kwasniewska;Lu Gao;Jason R. Taylor;John Duncan;Richard N. Henson;Lorraine K. Tyler;Anna Goulding;Claire Hanley;Andrew C. Calder;Beth Stevens;Matthias Treder;Ozlem Yazlik;Sharon Erzinlioglu,2019-02-01,10.1016/j.neurobiolaging.2018.10.005,30415127,85056188453,2-s2.0-85056188453,6,https://api.elsevier.com/content/abstract/scopus_id/85056188453,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85056188453&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85056188453&origin=inward,BBSRC,46-55
,Reich,Article,Frontiers in Neurology,In-vivoMRI reveals changes to intracerebral vasculature caliber in HIV infection,Paba M. De Alwis;Chuen Yen Lau;Daniel S. Reich;Joseph Snow;Sally Steinbach;Caryn Morse;Edmund Tramont;Govind Nair;Bryan R. Smith;Tianxia Wu;Stanley I. Rapoport;Cristah Artrip;Avindra Nath,2019-01-01,10.3389/fneur.2019.00687,,85069149573,2-s2.0-85069149573,0,https://api.elsevier.com/content/abstract/scopus_id/85069149573,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85069149573&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85069149573&origin=inward,OAR,
,Reich,Article,American Journal of Psychiatry,Brain imaging of the cortex in ADHD: A coordinated analysis of large-scale clinical and population-based samples,Gregor Kohls;Alysa E. Doyle;Anders M. Dale;Alasdair Vance;Joseph Biederman;Joao P. Guimaraes;Bernd Kardatzki;Alexandr Baranov;Rosa Nicolau;Ivanei E. Bramati;David Coghill;Dmitry Kapilushniy;Neil A. Harrison;Eileen Oberwelland Weiss;Lizanne J.S. Schweren;Yannis Paloyelis;Thomas Frodl;Susanne Walitza;Tiffany M. Chaim-Avancini;Mariam Zentis;Anastasia Solovieva;Georg G. Von Polier;Annette Conzelmann;Martine Hoogman;Marie F. Høvik;Fernanda Tovar-Moll;Anouk Schrantee;Mara Cercignani;Tinatin Gogberashvili;Kaylita C. Chantiluke;Terry L. Jernigan;Hazel McCarthy;Leanne Tamm;Neda Jahanshad;Leyla Namazova-Baranova;Sarah Hohmann;Clare Kelly;Gustavo Sudre;Lena Schwarz;Dirk J. Heslenfeld;Mitul A. Mehta;Katya Rubia;Yolanda Vives-Gilabert;Tim J. Silk;Paulo Mattos;Geraldo F. Busatto;Maarten Mennes;Hanan El Marroun;Thomas Wolfers;Matt C. Gabel;Philip Asherson;Jochen Seitz;Eric A. Earl;Yuliya N. Yoncheva;Norbert Skokauskas;Kerstin Konrad;Elena Shumskaya;Mark A. Bellgrove;Ana I. Cubillo;Georgii Karkashadze;Ramona Baur-Streubel;Anna Calvo;Andreas J. Fallgatter;Sabin Khadka;Andreas Reif;Pedro G.P. Rosa;Jan Haavik;Klaus Peter Lesch;Sara Lera-Miguel;Ruth L. O'Gorman Tuura;Anastasia Christakou;Jeffery N. Epstein;Thomas Ethofer;Marcel P. Zwiers;Catharina A. Hartman;Patrick De Zeeuw Oranje;Marcus V. Zanetti;Tonya White;Stephanie E. Novotny;Kathrin C. Zierhut;Paul Pauli;Daniel Brandeis;Sarah Baumeister;Ryan Muetzel;Anatoly Anikin;Juan Carlos Soliva Vila;Sara Ambrosino;Tobias Banaschewski;Liesbeth Reneman;Georg C. Ziegler;Charles B. Malpas;Francisco X. Castellanos;Mario R. Louza;Jonna Kuntsi;Kerstin J. Plessen;Theo G.M. van Erp;Silvia Brem;Bob Oranje;Luisa Lazaro;Astri J. Lundervold,2019-01-01,10.1176/appi.ajp.2019.18091033,31014101,85069237582,2-s2.0-85069237582,24,https://api.elsevier.com/content/abstract/scopus_id/85069237582,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85069237582&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85069237582&origin=inward,,531-542
,Reich,Erratum,Nature Genetics,"Publisher Correction: Common schizophrenia alleles are enriched in mutation-intolerant genes and in regions under strong background selection (Nature Genetics, (2018), 50, 3, (381-389), 10.1038/s41588-018-0059-2)",Srdjan Djurovic;Steven A. McCarroll;Ole Mors;Reiner Heun;Christine Herold;Paul Hollingworth;Leon Hubbard;James H. MacCabe;Jakob Grove;Markus Nothen;Carlos Cruchaga;Amy Lynham;Kiran Mantripragada;Jonas Bybjerg-Grauholm;Carsten Bøcker Pedersen;Milica Pejovic-Milovancevic;Dmitriy Drichel;Marie Bækvad-Hansen;Teimuraz Silagadze;Pamela Sklar;Enda M. Byrne;Stephan Ripke;Esben Agerbo;Armando Caballero;Thalia C. Eley;Peter Holmans;Michael O’Donovan;Noa Carrera;Janet Johnston;Gerome Breen;Christine Søholm Hansen;John Powell;Laura M. Huckins;David M. Hougaard;Nicholas G. Martin;Peter Passmore;John C. Morris;Sophie E. Legge;Ole A. Andreassen;Marianne Giørtz Pedersen;Wolfgang Maier;Robert Plomin;Jaspreet Pahwa;André Lacour;Amy Gerrish;Valentina Escott-Price;Douglas M. Ruderfer;Daniel H. Geschwind;Bernadette McGuinness;Hyejung Won;Naomi R. Wray;Charlene Thomas;Udo Dannlowski;Engilbert Sigurdsson;Michelle Lupton;Stephen Todd;Marian L. Hamshere;Sarah Tosato;Simon Lovestone;Naser Durmishi;Preben Bo Mortensen;Thomas Werge;Alison Goate;Vera Golimbet;Denise Harold;Caroline Hayward;Andrew M. McIntosh;Merete Nordentoft;Jade Chapman;Nicola Denning;Darren Cameron;Stacy Steinberg;Anders D. Børglum;Bernhard T. Baune;Tim Becker;Manuel Mattheisen;Petroula Proitsi;Sarah Taylor;Thomas D. Als;Kevin Mayo;David Craig;Richard Abraham;Elliott Rees;Enrique Santiago;Eli A. Stahl;Jun Han;Sophie Bishop;Espen Molden;Rebecca Sims;Alfredo Ramirez;Andrew J. Pocklington;Kari Stefansson;Hreinn Stefansson;David J. Porteous;Frank Jessen;Britta Schurmann;Petra Nowotny;Antonio F. Pardiñas,2019-01-01,10.1038/s41588-019-0450-7,31160808,85066976804,2-s2.0-85066976804,2,https://api.elsevier.com/content/abstract/scopus_id/85066976804,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85066976804&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85066976804&origin=inward,,
,Reich,Article,Brain,CSF1R inhibitor JNJ-40346527 attenuates microglial proliferation and neurodegeneration in P301S mice,Naghmeh Nikkheslat;Marta Vicente-Rodriguez;Amrit Mudher;Gayle Wittenberg;Alejo Nevado;Anna McLaughlin;Niels Plath;Caroline O'Hagan;Zuzanna Zajkowska;Karen Randall;Francois Gastambide;Edward T. Bullmore;H. W.G.M. Boddeke;Linda J. Pointon;Federico Turkheimer;Wayne C. Drevets;Marta M. Correia;V. Hugh Perry;Juliane Obst;Jeffrey S. Nye;Anna L. Crofts;Karen Husted Adams;Phil Murphy;Nicole Mariani;Karolien Grauwen;Angharad R. Morgan;Nigel Austin;Christine A. Parker;Elena Ribe;Jai Patel;Murray Sutherland;Ciara O'Donnell;Carmine M. Pariante;Catherine Deith;Caitlin Hastings;Renzo Mancuso;Annamaria Cattaneo;Valeria Mondelli;Jan Egebjerg;Eva Daniela Ruiz;Maria Nettis;Hartmuth Kolb;Diana Cash;Ross Jeggo;John Isaac;Peter St George Hyslop;Guy B. Williams;Junaid Bhatti;Mary Ellen Lynall;Peter De Boer;Paul Scouller;Alison McColl;B. Paul Morgan;Shahid Khan;Nisha Singh;Madeleine Cleal;John McClean;Elena Pipi;Claire A. Leckey;Samuel Touchard;Laura Winchester;Andrew McPherson;John Kemp;Christina Maurice;Clara Theunis;Petra Vertes;Simon Lovestone;Samuel J. Chamberlain;Declan Jones;Lorinda Turner;Declan N.C. Jones;Tobias C. Wood;Jonathan Cavanagh;Anindya Bhattacharya;Clare Knight;Gemma Fryatt;Manfred G. Kitzbichler;Jill C. Richardson;Courtney Worrell;Diego Gómez-Nicola;Caleb Webber;Hannah Sheridan;Jill Richardson;Andrew C. Foster;Heidi Byrom;Camilla Simmons;Victoria Van Loo;Hans Eriksson;Nick Carruthers;Gareth J. Barker;Scott Farmer;Jimena Monzón-Sandoval;Amber Dickinson;Barry Widmer;Antony Gee;Tom Jacobs,2019-01-01,10.1093/brain/awz241,31504240,85072716789,2-s2.0-85072716789,7,https://api.elsevier.com/content/abstract/scopus_id/85072716789,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85072716789&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072716789&origin=inward,OxBRC,3243-3264
,Schmidt,Article,Archives of Women's Mental Health,"Transdermal estradiol for postpartum depression: results from a pilot randomized, double-blind, placebo-controlled study",Pedro E. Martinez;Lynnette K. Nieman;Linda A. Schenkel;David R. Rubinow;Howard J. Li;Peter J. Schmidt;Xiaobai Li,2020-06-01,10.1007/s00737-019-00991-3,31372757,85070104836,2-s2.0-85070104836,0,https://api.elsevier.com/content/abstract/scopus_id/85070104836,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070104836&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85070104836&origin=inward,NIH,401-412
,Schmidt,Article,"American Journal of Medical Genetics, Part C: Seminars in Medical Genetics",Sex chromosome aneuploidy alters the relationship between neuroanatomy and cognition,Jonathan D. Blumenthal;Siyuan Liu;Kathleen Wilson;Armin Raznahan;Liv S. Clasen;Ethan Whitman;François M. Lalonde;Allysa Warling,2020-06-01,10.1002/ajmg.c.31795,32515138,85086159262,2-s2.0-85086159262,0,https://api.elsevier.com/content/abstract/scopus_id/85086159262,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086159262&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85086159262&origin=inward,NIH,493-505
,Schmidt,Review,Neuropsychopharmacology,Sex differences and the neurobiology of affective disorders,Peter J. Schmidt;David R. Rubinow,2019-01-01,10.1038/s41386-018-0148-z,30061743,85052597674,2-s2.0-85052597674,26,https://api.elsevier.com/content/abstract/scopus_id/85052597674,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85052597674&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85052597674&origin=inward,NIH,111-128
,Schmidt,Editorial,Muscle and Nerve,Telemedicine to innovate amyotrophic lateral sclerosis multidisciplinary care: The time has come,Zachary Simmons;Sabrina Paganoni,2019-01-01,10.1002/mus.26311,30066337,85058785442,2-s2.0-85058785442,6,https://api.elsevier.com/content/abstract/scopus_id/85058785442,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058785442&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058785442&origin=inward,,3-5
,Shaw,Article,Scientific Reports,Using virtual reality to define the mechanisms linking symptoms with cognitive deficits in attention deficit hyperactivity disorder,Philip Shaw;Barrington Quarrie;Susan Persky;Wendy Sharp;William D. Kistler;Aman Mangalmurti,2020-12-01,10.1038/s41598-019-56936-4,31953449,85078063783,2-s2.0-85078063783,0,https://api.elsevier.com/content/abstract/scopus_id/85078063783,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078063783&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078063783&origin=inward,NHGRI,
,Shaw,Review,Human Brain Mapping,Consortium neuroscience of attention deficit/hyperactivity disorder and autism spectrum disorder: The ENIGMA adventure,Pieter J. Hoekstra;Oscar Vilarroya;Sarah Durston;Jane McGrath;Sara Calderoni;Ilan Dinstein;Joseph A. King;Beatriz Luna;David Coghill;Stefan Ehrlich;Clodagh Murphy;Filippo Muratori;Christine Deruelle;Thomas Frodl;Eugenio H. Grevet;Christine Ecker;Susanne Walitza;Guillaume Auzias;Louise Gallagher;Annette Conzelmann;Clyde Francks;Martine Hoogman;Celso Arango;Joel T. Nigg;J. Antoni Ramos-Quiroga;Rosa Calvo;Leanne Tamm;Neda Jahanshad;Yanli Zhang-James;Merel C. Postema;Katya Rubia;Jason P. Lerch;Barbara Franke;Tomas Paus;Tim J. Silk;Paulo Mattos;Jacqueline Fitzgerald;Geraldo F. Busatto;Paul M. Thompson;Marlene Behrmann;Kerstin Konrad;Marieke Klein;Mark A. Bellgrove;Georgii Karkashadze;Alessandra Retico;Stephen V. Faraone;Andreas Reif;Pedro G.P. Rosa;Ting Li;Jan Haavik;Jan K. Buitelaar;Klaus Peter Lesch;Ruth L. O'Gorman Tuura;Jaap Oosterlaan;Odile A. van den Heuvel;Jeffery N. Epstein;Mara Parellada;Eileen Oberwelland-Weiss;Yash Patel;Paul Pauli;Daniel Brandeis;Eileen Daly;Philip Shaw;Premika Boedhoe;Joost Janssen;Daan van Rooij;Claiton H.D. Bau;Damien A. Fair;Tobias Banaschewski;Liesbeth Reneman;Francisco X. Castellanos;Mario R. Louza;Christine M. Freitag;Jonna Kuntsi;Kerstin J. Plessen;Iva Ilioska;Silvia Brem;Evdokia Anagnostou;Luisa Lazaro;Kirsten O'Hearn,2020-01-01,10.1002/hbm.25029,32420680,85084801312,2-s2.0-85084801312,0,https://api.elsevier.com/content/abstract/scopus_id/85084801312,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084801312&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084801312&origin=inward,,
,Shaw,Article,Psychological Medicine,Mapping the neuroanatomic substrates of cognition in familial attention deficit hyperactivity disorder,Philip Shaw;Gustavo Sudre;Steven Kasparek;Saadia Choudhury;Wendy Sharp;Rachel Muster,2019-03-01,10.1017/S0033291718001241,29792238,85047352313,2-s2.0-85047352313,1,https://api.elsevier.com/content/abstract/scopus_id/85047352313,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85047352313&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047352313&origin=inward,,590-597
,Shen,Article,Osteoarthritis and Cartilage,RNA-seq analysis of chondrocyte transcriptome reveals genetic heterogeneity in LG/J and SM/J murine strains,J. M. Cheverud;J. Shen;L. Cai;X. Duan;M. F. Rai;R. J. O'Keefe;E. J. Schmidt;E. D. Tycksen,2020-04-01,10.1016/j.joca.2020.01.001,31945456,85078929390,2-s2.0-85078929390,0,https://api.elsevier.com/content/abstract/scopus_id/85078929390,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078929390&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078929390&origin=inward,NIAMS,516-527
,Shen,Note,Molecular Psychiatry,Greater cortical thickness in individuals with ASD,Dorothea L. Floris;Lindsay R. Chura;Simon Baron-Cohen;Raihaan Patel;Rhoshel Lenroot;Meng Chuan Lai;M. Mallar Chakravarty;Rosemary J. Holt;Elizabeth Smith;Stephanie Tullo;Saashi A. Bedford;Declan G.M. Murphy;John Suckling;Christine Ecker;Margot J. Taylor;Michael D. Spencer;Michael C. Craig;Amber N.V. Ruigrok;Jason P. Lerch;Edward T. Bullmore;Armin Raznahan;Michael V. Lombardo;Jurgen Germann;Gabriel A. Devenyi;Evdokia Anagnostou;Audrey Thurm;Min Tae M. Park,2020-03-01,10.1038/s41380-020-0691-y,32103162,85080043547,2-s2.0-85080043547,0,https://api.elsevier.com/content/abstract/scopus_id/85080043547,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85080043547&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85080043547&origin=inward,,507-508
,Shen,Article,JCI Insight,Dnmt3b ablation impairs fracture repair through upregulation of Notch pathway,Cuicui Wang;Peijian Tong;Taotao Xu;Regis O’Keefe;Jianjun Guan;Yousef Abu-Amer;Hongting Jin;Jie Shen;Jun Ying,2020-02-13,10.1172/jci.insight.131816,32051335,85081672419,2-s2.0-85081672419,0,https://api.elsevier.com/content/abstract/scopus_id/85081672419,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081672419&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081672419&origin=inward,NIH,
,Shen,Article,Journal of Neurodevelopmental Disorders,Psychiatric illness and regression in individuals with Phelan-McDermid syndrome,Brittany McLarney;Audrey Thurm;Alexander Kolevzon;Teresa M. Kohlenberg;Catalina Betancur;M. Pilar Trelles,2020-02-12,10.1186/s11689-020-9309-6,32050889,85079336071,2-s2.0-85079336071,1,https://api.elsevier.com/content/abstract/scopus_id/85079336071,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85079336071&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85079336071&origin=inward,,
,Shen,Article,Proceedings of the National Academy of Sciences of the United States of America,Conservative and disruptive modes of adolescent change in human brain functional connectivity,Peter B. Jones;Jakob Seidlitz;František Váša;Edward T. Bullmore;Peter Fonagy;Raymond J. Dolan;Manfred G. Kitzbichler;Ameera X. Patel;Prantik Kundu;Petra E. Vértes;Rafael Romero-Garcia;Kirstie J. Whitaker;Matilde M. Vaghi;Ian M. Goodyer,2020-02-11,10.1073/pnas.1906144117,31992644,85079320982,2-s2.0-85079320982,2,https://api.elsevier.com/content/abstract/scopus_id/85079320982,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85079320982&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85079320982&origin=inward,NIHR,3248-3253
,Shen,Article,Journal of Orthopaedic Research,Peripheral Blood Stem Cell Therapy Does Not Improve Outcomes of Femoral Head Osteonecrosis With Cap-Shaped Separated Cartilage Defect,Di Chen;Peijian Tong;Quanwei Ding;Regis J. O'Keefe;Pinger Wang;Hongting Jin;Jie Shen;Jun Ying,2020-02-01,10.1002/jor.24471,31520480,85076543018,2-s2.0-85076543018,2,https://api.elsevier.com/content/abstract/scopus_id/85076543018,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076543018&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076543018&origin=inward,ZJTCM,269-276
,Shen,Article,Muscle and Nerve,Primary lateral sclerosis (PLS) functional rating scale: PLS-specific clinimetric scale,Lorne Zinman;Stephen Scelsa;Erik P. Pioro;Zachary Simmons;Madison Gilmore;David Walk;Eric Sorenson;Yasushi Y. Kisanuki;Sharon Nations;Mary Kay Floeter;Ghazala Hayat;Bjorn Oskarsson;Omar Jawdat;Jonathan Hupf;Christina Nicole Fournier;J. Americo M. Fernandes Filho;Sabrina Paganoni;Hiroshi Mitsumoto;Terry Heiman-Patterson;Codruta Chiuzan;Brittany McHale;Lauren Elman;Yuan Zhang;Nicholas Maragakis;Daragh Heitzman;Nanette Joyce,2020-02-01,10.1002/mus.26765,31758557,85077028533,2-s2.0-85077028533,3,https://api.elsevier.com/content/abstract/scopus_id/85077028533,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077028533&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077028533&origin=inward,CYTK,163-172
,Shen,Review,Journal of Orthopaedic Translation,Runx2 plays a central role in Osteoarthritis development,Di Chen;Zhen Zou;Regis J. O'Keefe;Dongyeon J. Kim;Jie Shen,2020-01-01,10.1016/j.jot.2019.11.008,,85083722602,2-s2.0-85083722602,0,https://api.elsevier.com/content/abstract/scopus_id/85083722602,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083722602&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083722602&origin=inward,NIH,
,Shen,Article,JCI Insight,Inhibition of 4-aminobutyrate aminotransferase protects against injury-induced osteoarthritis in mice,Cuicui Wang;Audrey McAlinden;Taotao Xu;Regis J. O'Keefe;Jie Shen;Jun Ying,2019-09-19,10.1172/jci.insight.128568,31534049,85072655136,2-s2.0-85072655136,2,https://api.elsevier.com/content/abstract/scopus_id/85072655136,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85072655136&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072655136&origin=inward,NIH,
,Stringaris,Article,European Journal of Psychotraumatology,Complex post-traumatic stress symptoms in female adolescents: the role of emotion dysregulation in impairment and trauma exposure after an acute sexual assault,Sophie Khadr;Russell M. Viner;Venetia Clarke;Kia Chong Chua;Patrick Smith;Laia Villalta;Tami Kramer;Argyris Stringaris,2020-12-31,10.1080/20008198.2019.1710400,,85077686165,2-s2.0-85077686165,1,https://api.elsevier.com/content/abstract/scopus_id/85077686165,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077686165&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077686165&origin=inward,,
,Stringaris,Review,Psychoneuroendocrinology,Associations between brain activity and endogenous and exogenous cortisol – A systematic review,Simone Pisano;Katharina Clore-Gronenborn;Anita Harrewijn;Daniel S. Pine;Sarah M. Jackson;Pablo Vidal-Ribas;Argyris Stringaris,2020-10-01,10.1016/j.psyneuen.2020.104775,32592873,85086995654,2-s2.0-85086995654,0,https://api.elsevier.com/content/abstract/scopus_id/85086995654,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086995654&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85086995654&origin=inward,NIH,
,Stringaris,Article,Journal of Child and Adolescent Psychopharmacology,Self-Efficacy As a Target for Neuroscience Research on Moderators of Treatment Outcomes in Pediatric Anxiety,Melissa A. Brotman;Krystal M. Lewis;Emily L. Jones;Elise Cardinale;Chika Matsumoto;Daniel S. Pine;Ellen Leibenluft;Andrea L. Gold;Argyris Stringaris,2020-05-01,10.1089/cap.2019.0130,32167803,85084720715,2-s2.0-85084720715,0,https://api.elsevier.com/content/abstract/scopus_id/85084720715,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084720715&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084720715&origin=inward,,205-214
,Stringaris,Article,Addiction Biology,Heavy drinking in adolescents is associated with change in brainstem microstructure and reward sensitivity,Marie Laure Paillère Martinot;Ruben Miranda;André Galinowski;Irina Filippi;Luise Poustka;Tahmine Fadai;Hugh Garavan;Herta Flor;Betteke M. van Noort;Sabina Millenet;Corinna Isensee;Michael N. Smolka;Patricia Conrod;Robert Whelan;Hervé Lemaitre;Jani Penttilä;Vincent Frouin;Juergen Gallinat;Yvonne Grimmer;Penny Gowland;Anna Cattrell;Henrik Walter;Jean Luc Martinot;Rüdiger Brühl;Uli Bromberg;Erin Burke Quinlan;Sarah Jurk;Tobias Banaschewski;Sarah Hohmann;Christian Büchel;Sylvane Desrivières;Gunter Schumann;Juliane H. Fröhner;Andreas Heinz;Frauke Nees;Argyris Stringaris;Viola Kappel;Andreas Becker;Maren Struve;Eric Artiges;Arun L.W. Bokde;Dimitri Papadopoulos-Orfanos;Robert Goodman,2020-05-01,10.1111/adb.12781,31328396,85069739278,2-s2.0-85069739278,0,https://api.elsevier.com/content/abstract/scopus_id/85069739278,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85069739278&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85069739278&origin=inward,FRC,
,Stringaris,Article,NeuroImage,Sex effects on structural maturation of the limbic system and outcomes on emotional regulation during adolescence,Nora C. Vetter;Eva Menningen;Irina Filippi;Betteke van Noort;Hélène Vulser;Hervé Lemaître;Michael N. Smolka;Patricia Conrod;Dimitri Papadopoulos Orfanos;Henrik Walter;Vincent Frouin;Jani Penttilä;Marie Laure Paillère-Martinot;Yvonne Grimmer;Anna Cattrell;Jean Luc Martinot;Uli Bromberg;Rubén Miranda;Sarah Jurk;Veronika Ziesch;Gunter Schumann;Argyris Stringaris;Jurgen Gallinat;Eric Artiges;Pauline Bezivin Frere,2020-04-15,10.1016/j.neuroimage.2019.116441,31811901,85078193630,2-s2.0-85078193630,1,https://api.elsevier.com/content/abstract/scopus_id/85078193630,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078193630&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078193630&origin=inward,ANR,
