Title,PI,Authors,Date,Cited-By Count,Source Title,Page Range,DOI,PubMed ID,Scopus ID,EID,Type,Funding Agency,Abstract Link,Scopus Link,Cited-By Link
Genome-wide association study of Hirschsprung disease detects a novel low-frequency variant at the RET locus,Thurm,Hans Matsson;David Michael Hougaard;Aravinda Chakravarti;Marie Lund;Mikko Pakarinen;Perttu Salo;Jonas Bybjerg-Grauholm;Mads Melbye;Priyanka Nandakumar;Markus Perola;Sumantra Chatterjee;Tomas Wester;Frank Geller;Line Skotte;João Fadista;Valtter Virtanen;Anna Löf Granström;Bjarke Feenstra;Agneta Nordenskjöld;Lisbeth Carstensen,2018-04-01,6,European Journal of Human Genetics,561-569,10.1038/s41431-017-0053-7,29379196,85041106818,2-s2.0-85041106818,Article,"FSS, DFF",https://api.elsevier.com/content/abstract/scopus_id/85041106818,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85041106818&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85041106818&origin=inward
Elevated polygenic burden for autism is associated with differential DNA methylation at birth,Thurm,Jakob Grove;Ole Mors;Mads Vilhelm Hollegaard;Claire Churchhouse;Alicia Martin;Mette Nyegaard;Kyle Satterstrom;Merete Nordentoft;Elise Robinson;Kimberly Chambert;Per Qvist;Timothy Poterba;David Michael Hougaard;Ashley Dumont;Mady Hornig;Patrick Turley;Marianne Pedersen;Shan V. Andrews;Jonas Bybjerg-Grauholm;M. Daniele Fallin;Raymond Walters;Eilis Hannon;Daniel Howrigan;Carsten Pedersen;Stephan Ripke;Christine Stevens;Preben Bo Mortensen;Jonathan Mill;Mads Hauberg;Rich Belliveau;Christine Søholm Hansen;Thomas Werge;Jonatan Pallsen;Benjamin Neale;Jesper Poulsen;Marianne Giørtz Pedersen;Christine Ladd-Acosta;David Hougaard;Preben Mortensen;Jennifer Moran;Abraham Reichenberg;Jacqueline Goldstein;Hailiang Huang;Thomas D. Als;Michaeline Bresnahan;Duncan Palmer;Joanna Martin;Felecia Cerrato;Marie Bækvad-Hansen;Julian Maller;Marie Bækved-Hansen;Mark Daly;Christine Hansen;Diana Schendel;Anders D. Børglum;Esben Agerbo;Ditte Demontis;Manuel Mattheisen;Jane Christensen;Joseph Buxbaum;Anders Børglum,2018-03-28,24,Genome Medicine,,10.1186/s13073-018-0527-4,29587883,85044353251,2-s2.0-85044353251,Article,NICHD,https://api.elsevier.com/content/abstract/scopus_id/85044353251,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85044353251&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044353251&origin=inward
Identification of 22q13 genes most likely to contribute to Phelan McDermid syndrome,Thurm,Travis J. Philyaw;Aleksandr Shcheglovitov;Audrey Thurm;Walter E. Kaufmann;Luigi Boccuto;Andrew R. Mitz;Sara M. Sarasua,2018-03-01,8,European Journal of Human Genetics,293-302,10.1038/s41431-017-0042-x,29358616,85040775646,2-s2.0-85040775646,Review,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85040775646,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85040775646&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85040775646&origin=inward
Common schizophrenia alleles are enriched in mutation-intolerant genes and in regions under strong background selection,Thurm,Jakob Grove;Hyejung Won;Leon Hubbard;Alison Goate;Jonas Bybjerg-Grauholm;Srdjan Djurovic;Sarah Tosato;Elliott Rees;Enrique Santiago;Charlene Thomas;Wolfgang Maier;David J. Porteous;Gerome Breen;Laura M. Huckins;Noa Carrera;Petroula Proitsi;John Powell;André Lacour;Darren Cameron;Enda M. Byrne;Britta Schurmann;Alfredo Ramirez;Andrew J. Pocklington;Simon Lovestone;Udo Dannlowski;Stephan Ripke;Preben Bo Mortensen;Christine Søholm Hansen;Reiner Heun;Engilbert Sigurdsson;David Craig;Thalia C. Eley;Amy Lynham;Michelle Lupton;Marie Bækvad-Hansen;Dmitriy Drichel;Bernhard T. Baune;Peter Passmore;Carlos Cruchaga;Hreinn Stefansson;Eli A. Stahl;Antonio F. Pardiñas;Ole Mors;Merete Nordentoft;Richard Abraham;Naser Durmishi;Markus Nothen;Valentina Escott-Price;Sophie Bishop;Petra Nowotny;Teimuraz Silagadze;Frank Jessen;Thomas Werge;Stacy Steinberg;David M. Hougaard;Douglas M. Ruderfer;Pamela Sklar;Stephen Todd;Vera Golimbet;Michael Owen;Carsten Bøcker Pedersen;Steven A. McCarroll;Sarah Taylor;Ole A. Andreassen;Amy Gerrish;Jaspreet Pahwa;Bernadette McGuinness;Armando Caballero;Tim Becker;Robert Plomin;Milica Pejovic-Milovancevic;Nicola Denning;Kiran Mantripragada;Paul Hollingworth;Peter Holmans;Marian L. Hamshere;Espen Molden;Kari Stefansson;Christine Herold;Denise Harold;Naomi R. Wray;Marianne Giørtz Pedersen;Daniel H. Geschwind;Nicholas G. Martin;Jade Chapman;Thomas D. Als;Jun Han;John C. Morris;Julie Williams;Rebecca Sims;James H. MacCabe;Sophie E. Legge;Andrew M. McIntosh;Manuel Mattheisen;Anders D. Børglum;Esben Agerbo;Caroline Hayward;Janet Johnston;Kevin Mayo;Michael O'Donovan,2018-03-01,254,Nature Genetics,381-389,10.1038/s41588-018-0059-2,29483656,85042546549,2-s2.0-85042546549,Article,JDRF,https://api.elsevier.com/content/abstract/scopus_id/85042546549,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85042546549&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042546549&origin=inward
Loss of skills and onset patterns in neurodevelopmental disorders: Understanding the neurobiological mechanisms,Thurm,Elizabeth M. Powell;Audrey Thurm;Jeffrey L. Neul;Ann Wagner;Lonnie Zwaigenbaum,2018-02-01,16,Autism Research,212-222,10.1002/aur.1903,29226600,85042385338,2-s2.0-85042385338,Note,CIHR,https://api.elsevier.com/content/abstract/scopus_id/85042385338,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85042385338&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042385338&origin=inward
Biological age of the endometrium using DNA methylation,Thurm,Michael T. Overgaard;Jonas Bybjerg-Grauholm;Mette Nyegaard;Alexandra P. Bielfeld;Axel Forman;Anna Starnawska;Mia S. Olesen;Inge Agerholm,2018-01-01,4,Reproduction,167-172,10.1530/REP-17-0601,29162648,85041203580,2-s2.0-85041203580,Article,,https://api.elsevier.com/content/abstract/scopus_id/85041203580,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85041203580&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85041203580&origin=inward
Genetics of suicide attempts in individuals with and without mental disorders: a population-based genome-wide association study,Thurm,Ole Mors;Andrew Schork;Jonas Bybjerg-Grauholm;David M. Hougaard;Gustavo Turecki;Ron Nudel;Merete Nordentoft;Preben B. Mortensen;Vivek Appadurai;Wesley K. Thompson;Annette Erlangsen;Thomas Werge;Anders D. Børglum;Esben Agerbo;Anna Starnawska;Marie Bækvad-Hansen;Yunpeng Wang,2018-01-01,22,Molecular Psychiatry,,10.1038/s41380-018-0218-y,,85052539922,2-s2.0-85052539922,,,https://api.elsevier.com/content/abstract/scopus_id/85052539922,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85052539922&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85052539922&origin=inward
The iPSYCH2012 case-cohort sample: New directions for unravelling genetic and environmental architectures of severe mental disorders,Thurm,J. Grove;O. Mors;J. J. McGrath;J. B. Poulsen;E. Agerbo;D. M. Hougaard;J. I. Goldstein;M. Bækvad-Hansen;B. M. Neale;C. S. Hansen;A. D. Børglum;J. Bybjerg-Grauholm;T. D. Als;C. B. Pedersen;M. Nordentoft;M. G. Pedersen;M. J. Daly;T. Werge;P. B. Mortensen,2018-01-01,58,Molecular Psychiatry,6-14,10.1038/mp.2017.196,28924187,85040051369,2-s2.0-85040051369,Review,NHMRC,https://api.elsevier.com/content/abstract/scopus_id/85040051369,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85040051369&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85040051369&origin=inward
In-depth investigations of adolescents and adults with holoprosencephaly identify unique characteristics,Thurm,Elaine Stashinko;Yonit A. Addissie;Ping Hu;Edythe Wiggs;Debbie Baldwin;Donald W. Hadley;Eric Levey;Wadih M. Zein;Maximilian Muenke;Bethany Stokes;Erich Roessler;Jin S. Hahn;Nancy J. Clegg;Robert B. Hufnagel;Casey K. Hadsall;Karin Weiss;Audrey Thurm;Maria J. Guillen Sacoto;Beth Solomon;Paul Kruszka;Mauricio R. Delgado,2018-01-01,9,Genetics in Medicine,14-23,10.1038/gim.2017.68,28640243,85040459413,2-s2.0-85040459413,Article,NHGRI,https://api.elsevier.com/content/abstract/scopus_id/85040459413,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85040459413&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85040459413&origin=inward
"Cover Image, Volume 173A, Number 12, December 2017",Thurm,Wadih M. Zein;Ariane Soldatos;Audrey Thurm;William A. Gahl;Karen L. David;Isabel Hardee;Thierry Vilboux;Carlos R. Ferreira;Michele Nehrebecky;Mariska Davids;Joseph Snow;Theo Heller;May Christine V. Malicdan;Camilo Toro;Ellen F. Macnamara;Meral Gunay-Aygun,2017-12-01,0,American journal of medical genetics. Part A,i,10.1002/ajmg.a.38548,29136352,85076540980,2-s2.0-85076540980,Article,,https://api.elsevier.com/content/abstract/scopus_id/85076540980,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076540980&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076540980&origin=inward
Defective ciliogenesis in INPP5E-related Joubert syndrome,Thurm,Wadih M. Zein;Ariane Soldatos;Audrey Thurm;William A. Gahl;Karen L. David;Isabel Hardee;Thierry Vilboux;Carlos R. Ferreira;Michele Nehrebecky;Mariska Davids;Joseph Snow;Theo Heller;May Christine V. Malicdan;Camilo Toro;Ellen F. Macnamara;Meral Gunay-Aygun,2017-12-01,7,"American Journal of Medical Genetics, Part A",3231-3237,10.1002/ajmg.a.38376,29052317,85031705779,2-s2.0-85031705779,Article,NHGRI,https://api.elsevier.com/content/abstract/scopus_id/85031705779,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85031705779&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85031705779&origin=inward
Genetic association of major depression with a typical features and obesity-related immunometabolic dysregulations,Thurm,Jakob Grove;Helena A. Gaspar;Georg Homuth;Peter McGuffin;Hans J. Grabe;Robert M. Maier;Jonas Bybjerg-Grauholm;Stefan Herms;Yuri Milaneschi;Aartjan T.F. Beekman;Wolfgang Maier;Matthias Nauck;Marcella Rietschel;Gerome Breen;Erin C. Dunn;Cathryn Lewis;Gregory E. Crawford;Lucia Colodro-Conde;Martin Preisig;Nese Direk;Michael Gill;Yihan Li;Divya Mehta;Enda M. Byrne;Baptiste Couvy-Duchesne;Patrick McGrath;Conor V. Dolan;Farnush Farhadi Hassan Kiadeh;Stephan Ripke;Penelope A. Lind;Jesper Krogh;Gail Davies;Julia Kraft;Jana Strohmaier;Thalia C. Eley;Toni Kim Clarke;Andreas J. Forstner;Lynsey S. Hall;Henriette N. Buttenschon;Bernhard T. Baune;James A. Knowles;Ian J. Deary;Carsten Horn;Warren W. Kretzschmar;Jonathan Marchini;Hilary K. Finucane;Julien Bryois;Fernando S. Goes;Isaac S. Kohane;Dean F. MacKinnon;Na Cai;Giorgio Pistis;Hamdi Mbarek;Marcus Ising;Valentina Escott-Price;Evelin Mihailov;Abbas Dehghan;Franziska Degenhardt;Eske M. Derks;David M. Hougaard;Mark J. Adams;Christel M. Middeldorp;Tim B. Bigdeli;Enrique Castelao;Nick Craddock;Zoltan Kutalik;Sandra Van Der Auwera;Sarah E. Medland;Jonathan R.I. Coleman;Scott D. Gordon;Margarita Rivera;Josef Frank;Jane Hvarregaard Christensen;Thomas F. Hansen;Alexander Teumer;Douglas H.R. Blackwood;Jouke Jan Hottenga;Fabian Streit;Rick Jansen;Tracy M. Air;Femke Lamers;Marie Bakvad-Hansen;Eric Jorgenson;Naomi R. Wray;Niamh Mullins;Christine Soholm Hansen;Per Hoffmann;Carol Kan;Donald J. MacIntyre;Abdel Abdellaoui;Ian B. Hickie;Maciej Trzaskowski;Elisabeth B. Binder;Silviu Alin Bacanu;Wouter J. Peyrot;Till F.M. Andlauer;Manuel Mattheisen;Esben Agerbo;Dorret I. Boomsma;Brenda W.J.H. Penninx,2017-12-01,47,JAMA Psychiatry,1214-1225,10.1001/jamapsychiatry.2017.3016,29049554,85038239250,2-s2.0-85038239250,Article,SNSF,https://api.elsevier.com/content/abstract/scopus_id/85038239250,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85038239250&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85038239250&origin=inward
Hair Cortisol in Twins: Heritability and Genetic Overlap with Psychological Variables and Stress-System Genes,Thurm,Jakob Grove;Albert Hofman;Elisabeth Widen;Aarno Palotie;Stephanie H. Witt;Sarah H. Wild;Liz Rietschel;Harry Campbell;Jonas Bybjerg-Grauholm;Yuri Milaneschi;Susan M. Ring;Henning Tiemeier;Jonathan Ri Coleman;Katri Räikkönen;Fleur P. Velders;Mark Wj Strachan;Luigi Ferrucci;Erin C. Dunn;Cecilia M. Lindgren;Jari Lahti;Eco J.C. De Geus;Andrew Morris;Nese Direk;Michael Gill;Beate St Pourcain;Lars Lind;Craig E. Pennell;Kerrie McAloney;Philip De Jager;Baptiste Couvy-Duchesne;Enda M. Byrne;Klaus Berger;Gu Zhu;Erik Ingelsson;Claes Ohlsson;David A. Bennett;Udo Dannlowski;Stephan Ripke;Marika Kaakinen;Christine Søholm Hansen;Marjo Riitta Järvelin;Jackie F. Price;Rebecca M. Reynolds;Gail Davies;Jennifer L. Bolton;Nicholas J. Timpson;Thalia C. Eley;Robin Pf Dullaart;Toni Kim Clarke;Lynsey S. Hall;James F. Wilson;Igor Rudan;Marie Bækvad-Hansen;Anubha Mahajan;Stephen Jl Bakker;Ian J. Deary;George Davey Smith;David M. Evans;Hilary K. Finucane;Johan G. Eriksson;Na Cai;Valentina Escott-Price;Franziska Degenhardt;Pim Van Der Harst;Nicholas Hastie;Mark J. Adams;Dan Mellstrom;Stephen G. Matthews;Stefania Bandinelli;Tim B. Bigdeli;Enrique Castelao;Toshiko Tanaka;Nick Craddock;Till Fm Andlauer;Scott D. Gordon;Josef Frank;Thomas F. Hansen;Alan Wright;Converge Consortium;Tõnu Esko;Gareth Davies;Eero Kajantie;Jennifer Huffman;Fabian Streit;Tracy M. Air;Erik A. Ehli;Stephen J. Lye;Anna Anderson;Laura N. Anderson;Joel Eriksson;Andre G. Uitterlinden;Aartjan Tf Beekman;Tina M. Binz;Abdel Abdellaoui;Niek Verweij;Silviu Alin Bacanu;Judith Gm Rosmalen;Manuel Mattheisen;Esben Agerbo;Caroline Hayward,2017-12-01,17,Scientific Reports,,10.1038/s41598-017-11852-3,29127340,85033567547,2-s2.0-85033567547,Article,BMBF,https://api.elsevier.com/content/abstract/scopus_id/85033567547,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85033567547&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85033567547&origin=inward
"Intrathecal 2-hydroxypropyl-β-cyclodextrin decreases neurological disease progression in Niemann-Pick disease, type C1: a non-randomised, open-label, phase 1–2 trial",Thurm,John C. McKew;Xuntian Jiang;Cristin D. Davidson;Kimberly A. Walters;Rohini Sidhu;Lee Ann Keener;Xin Xu;Kelly A. King;Ravichandran Rao;Steven U. Walkley;Bernardus N. Machielse;Carmen C. Brewer;Christopher P. Austin;Ariane Soldatos;William J. Pavan;Steven A. Silber;Nicole Yanjanin Farhat;Charles H. Vite;Mark Kao;Daniel S. Ory;Audrey Thurm;Simona Bianconi;Elizabeth Berry-Kravis;Beth Solomon;Forbes D. Porter;Elizabeth A. Ottinger;Lisa Weissfeld,2017-10-14,99,The Lancet,1758-1768,10.1016/S0140-6736(17)31465-4,28803710,85028054200,2-s2.0-85028054200,Article,,https://api.elsevier.com/content/abstract/scopus_id/85028054200,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85028054200&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85028054200&origin=inward
Modelling gesture use and early language development in autism spectrum disorder,Thurm,Audrey Thurm;Danielle L. Mead;Lauren Swineford;Stacy S. Manwaring,2017-09-01,6,International Journal of Language and Communication Disorders,637-651,10.1111/1460-6984.12308,28120370,85028542005,2-s2.0-85028542005,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85028542005,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85028542005&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85028542005&origin=inward
Differential DNA methylation at birth associated with mental disorder in individuals with 22q11.2 deletion syndrome,Thurm,D. M. Hougaard;M. Bertalan;C. B. Pedersen;T. Werge;C. S. Hansen;P. B. Mortensen;W. Mazin;A. Starnawska;J. Bybjerg-Grauholm;T. Sparsø;M. Bækvad-Hansen;S. Weinsheimer;M. Nyegaard;A. Buil;L. Olsen,2017-08-29,9,Translational psychiatry,e1221,10.1038/tp.2017.181,28850114,85046502203,2-s2.0-85046502203,Article,,https://api.elsevier.com/content/abstract/scopus_id/85046502203,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85046502203&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85046502203&origin=inward
Effectiveness of navigator-based prospective motion correction in mprage data acquired at 3T,Talagala,Ajit Shankaranarayanan;Francois Lalonde;Vinai Roopchansingh;Dan Rettmann;S. Lalith Talagala;Joelle E. Sarlls,2018-06-01,2,PLoS ONE,,10.1371/journal.pone.0199372,29953459,85049149728,2-s2.0-85049149728,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85049149728,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85049149728&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85049149728&origin=inward
Individualizing the definition of seizure clusters based on temporal clustering analysis,Theodore,Maxime O. Baud;Vikram R. Rao;Victor Ferastraoaru;William H. Theodore;Sheryl R. Haut;Daniel M. Goldenholz;Sharon Chiang;Robert Moss,2020-07-01,0,Epilepsy Research,,10.1016/j.eplepsyres.2020.106330,32305858,85083239781,2-s2.0-85083239781,Article,TSA,https://api.elsevier.com/content/abstract/scopus_id/85083239781,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083239781&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083239781&origin=inward
Prospective validation study of an epilepsy seizure risk system for outpatient evaluation,Theodore,John M. Stern;Marina Vannucci;Vikram R. Rao;William H. Theodore;Daniel M. Goldenholz;Sharon Chiang;Jay Gavvala;Jonathan K. Kleen;Robert Moss;Zulfi Haneef,2020-01-01,3,Epilepsia,29-38,10.1111/epi.16397,31792970,85076111669,2-s2.0-85076111669,Article,BIDMC,https://api.elsevier.com/content/abstract/scopus_id/85076111669,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076111669&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076111669&origin=inward
Response to commentary on recommendations for the use of structural MRI in the care of patients with epilepsy: A consensus report from the ILAE Neuroimaging Task Force,Theodore,Andrea Bernasconi;Ingmar Blümcke;Graeme Jackson;Ravnoor S. Gill;Philippe Ryvlin;Paolo Federico;Neda Bernasconi;Angelo Labate;William Theodore;Anna E. Vaudano;Robert Edward Hogan;Matthias Koepp;Fernando Cendes,2019-10-01,0,Epilepsia,2143-2144,10.1111/epi.16324,31468504,85073125733,2-s2.0-85073125733,Letter,,https://api.elsevier.com/content/abstract/scopus_id/85073125733,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073125733&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073125733&origin=inward
Convection-Enhanced Delivery of Muscimol in Patients with Drug-Resistant Epilepsy,Theodore,John D. Heiss;William H. Theodore;John A. Butman;Susumu Sato;Davis P. Argersinger;Omar I. Khan,2019-07-01,3,Clinical Neurosurgery,E4-E15,10.1093/neuros/nyy480,30407567,85068196158,2-s2.0-85068196158,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85068196158,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068196158&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068196158&origin=inward
Recommendations for the use of structural magnetic resonance imaging in the care of patients with epilepsy: A consensus report from the International League Against Epilepsy Neuroimaging Task Force,Theodore,Andrea Bernasconi;Graeme D. Jackson;Ingmar Blümcke;Ravnoor S. Gill;William H. Theodore;Anna Elisabetta Vaudano;Paolo Federico;Philippe Ryvlin;Neda Bernasconi;Angelo Labate;Robert Edward Hogan;Matthias J. Koepp;Fernando Cendes,2019-06-01,14,Epilepsia,1054-1068,10.1111/epi.15612,31135062,85066798430,2-s2.0-85066798430,Article,,https://api.elsevier.com/content/abstract/scopus_id/85066798430,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85066798430&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85066798430&origin=inward
The feasibility and impact of the EMOVE intervention on self-efficacy and outcome expectations for exercise in epilepsy,Theodore,Elizabeth Galik;William H. Theodore;N. Jennifer Klinedinst;Edythe Wiggs;Irene H. Dustin;Barbara Resnick;Kathleen Michael,2019-04-01,2,Journal of Neuroscience Nursing,95-100,10.1097/JNN.0000000000000425,30649092,85062407663,2-s2.0-85062407663,Article,,https://api.elsevier.com/content/abstract/scopus_id/85062407663,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062407663&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85062407663&origin=inward
Mortality &amp; recurrent seizure risk after new-onset seizure in HIV-positive Zambian adults,Theodore,Melissa A. Elafros;Igor J. Koralnik;Brent A. Johnson;Gretchen L. Birbeck;Michael J. Potchen;William H. Theodore;Omar K. Siddiqi;Jason F. Okulicz;Lisa Kalungwana;Izukanji Sikazwe;Christopher M. Bositis,2018-12-07,1,BMC Neurology,,10.1186/s12883-018-1205-2,30522451,85058027286,2-s2.0-85058027286,Article,AMAF,https://api.elsevier.com/content/abstract/scopus_id/85058027286,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058027286&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058027286&origin=inward
Circadian and circaseptan rhythms in human epilepsy: a retrospective cohort study,Theodore,David B. Grayden;Mark J. Cook;William H. Theodore;Robert E. Moss;Daniel M. Goldenholz;Philippa J. Karoly;Dean R. Freestone,2018-11-01,41,The Lancet Neurology,977-985,10.1016/S1474-4422(18)30274-6,30219655,85055053131,2-s2.0-85055053131,Article,TSA,https://api.elsevier.com/content/abstract/scopus_id/85055053131,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055053131&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85055053131&origin=inward
Using mobile location data in biomedical research while preserving privacy,Theodore,Kaarkuzhali B. Krishnamurthy;Matthew Tyburski;Barbara Karp;Shira R. Goldenholz;Daniel M. Goldenholz;John Halamka;David Wendler;William Theodore;Kenzie L. Preston;Robert Moss,2018-10-01,3,Journal of the American Medical Informatics Association,1402-1406,10.1093/jamia/ocy071,29889279,85054893196,2-s2.0-85054893196,Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/85054893196,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85054893196&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85054893196&origin=inward
Characteristics of large patient-reported outcomes: Where can one million seizures get us?,Theodore,Victor Ferastraoaru;William H. Theodore;Daniel M. Goldenholz;Sheryl R. Haut;Sharon Chiang;Robert Moss,2018-09-01,15,Epilepsia Open,364-373,10.1002/epi4.12237,,85061812139,2-s2.0-85061812139,Article,,https://api.elsevier.com/content/abstract/scopus_id/85061812139,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85061812139&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85061812139&origin=inward
The expression of inflammatory markers and their potential influence on efflux transporters in drug-resistant mesial temporal lobe epilepsy tissue,Theodore,Lora D. Weidner;Nicholas Mitsios;Jan Mulder;Pavitra Kannan;William H. Theodore;Robert B. Innis;Sun J. Kang;Matthew D. Hall,2018-08-01,8,Epilepsia,1507-1517,10.1111/epi.14505,30030837,85050742694,2-s2.0-85050742694,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85050742694,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85050742694&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85050742694&origin=inward
Generic antiepileptic drugs—Safe or harmful in patients with epilepsy?,Theodore,Martin Holtkamp;William H. Theodore,2018-07-01,10,Epilepsia,1273-1281,10.1111/epi.14439,29894004,85049519757,2-s2.0-85049519757,Article,,https://api.elsevier.com/content/abstract/scopus_id/85049519757,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85049519757&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85049519757&origin=inward
"Different as night and day: Patterns of isolated seizures, clusters, and status epilepticus",Theodore,Ryan Hodgeman;Marina Gaínza-Lein;Tobias Loddenkemper;William H. Theodore;Daniel M. Goldenholz;Robert Moss;Kshitiz Rakesh;Kush Kapur,2018-05-01,8,Epilepsia,e73-e77,10.1111/epi.14076,29683201,85046379575,2-s2.0-85046379575,Article,,https://api.elsevier.com/content/abstract/scopus_id/85046379575,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85046379575&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85046379575&origin=inward
Is seizure frequency variance a predictable quantity?,Theodore,Sabrina Cristofaro;Kamil Detyniecki;Jacqueline French;Daniel Lowenstein;Sheryl Haut;Mark Cook;William H. Theodore;Shira R. Goldenholz;Daniel M. Goldenholz;John Hixson;Philippa Karoly;Ruben Kuzniecky;Robert Moss;Alex Strashny,2018-02-01,13,Annals of Clinical and Translational Neurology,201-207,10.1002/acn3.519,,85042157583,2-s2.0-85042157583,Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/85042157583,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85042157583&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042157583&origin=inward
