Title,Searched PI,Authors (scrambled),Date,Cited-By Count,Source Title,Page Range,DOI,PubMed ID,Scopus ID,EID,Type,Funding Agency,Abstract Link,Scopus Link,Cited-By Link
"Concordance of the Vineland Adaptive Behavior Scales, second and third editions",Thurm,A. Thurm;C. Chlebowski;D. Adedipe;C. Farmer;V. H. Bal,2020-01-01,1,Journal of Intellectual Disability Research,18-26,10.1111/jir.12691,31657503.0,85074661247,2-s2.0-85074661247,Article,NICHD,https://api.elsevier.com/content/abstract/scopus_id/85074661247,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074661247&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074661247&origin=inward
Functional near-infrared spectroscopy in toddlers: Neural differentiation of communicative cues and relation to future language abilities,Thurm,Audrey Thurm;Elizabeth G. Smith;Afrouz Anderson;Emma Condy;Lauren Swineford;Stacy S. Manwaring;Elizabeth Redcay;Amir Gandjbakhche,2020-01-01,0,Developmental Science,,10.1111/desc.12948,,85082721522,2-s2.0-85082721522,Article,,https://api.elsevier.com/content/abstract/scopus_id/85082721522,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85082721522&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85082721522&origin=inward
Sex differences in scores on standardized measures of autism symptoms: a multisite integrative data analysis,Thurm,Somer L. Bishop;Audrey Thurm;Stelios Georgiades;Cristan A. Farmer;Aaron J. Kaat;Stephen M. Kanne;Catherine Lord;Amy N. Esler;Sheila S. Ghods;Amy M. Shui;Young Shin Kim,2020-01-01,1,Journal of Child Psychology and Psychiatry and Allied Disciplines,,10.1111/jcpp.13242,,85083650031,2-s2.0-85083650031,Article,,https://api.elsevier.com/content/abstract/scopus_id/85083650031,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083650031&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083650031&origin=inward
Genome-wide association study identifies locus at chromosome 2q32.1 associated with syncope and collapse,Thurm,Jonas Bybjerg-Grauholm;David M. Hougaard;Stig Haunsø;Morten S. Olesen;Thomas A. Jepps;Gustav Ahlberg;Jesper H. Svendsen;Michael Christiansen;Morten W. Skov;Christian M. Hagen;Jonas Ghouse;Jørgen K. Kanters;Paula Hedley;Laura Andreasen;Katra Hadji-Turdeghal;Marie Bækvad-Hansen,2020-01-01,2,Cardiovascular Research,138-148,10.1093/cvr/cvz106,31049583.0,85076873985,2-s2.0-85076873985,Article,,https://api.elsevier.com/content/abstract/scopus_id/85076873985,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076873985&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076873985&origin=inward
Psychometric Study of the Social Responsiveness Scale in Phelan–McDermid Syndrome,Thurm,Alison Durkin;Audrey Thurm;Paige Siper;Joseph D. Buxbaum;Jennifer Foss-Feig;Elizabeth Berry-Kravis;Maria del Pilar Trelles;Kellie Gergoudis;Craig M. Powell;Latha Soorya;Jonathan A. Bernstein;Alexander Kolevzon;Alan Weinberg;Mustafa Sahin;Cristan Farmer;Jonathan Templin;Jordana Weissman,2020-01-01,0,Autism Research,,10.1002/aur.2299,,85084615648,2-s2.0-85084615648,Article,,https://api.elsevier.com/content/abstract/scopus_id/85084615648,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084615648&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084615648&origin=inward
"Correction: Genome-wide gene-environment analyses of major depressive disorder and reported lifetime traumatic experiences in UK Biobank (Molecular Psychiatry, (2020), 10.1038/s41380-019-0546-6)",Thurm,Jakob Grove;Lili Milani;Georg Homuth;Peter McGuffin;Robert M. Maier;Jonas Bybjerg-Grauholm;Stefan Herms;Yuri Milaneschi;Aartjan T.F. Beekman;Mark James Adams;Wolfgang Maier;Erin C. Dunn;Gregory E. Crawford;Nese Direk;Michael Gill;Jerome C. Foo;Yihan Li;Lisa A. Jones;Divya Mehta;Enda M. Byrne;Baptiste Couvy-Duchesne;Zoltán Kutalik;Patrick McGrath;Conor V. Dolan;Farnush Farhadi Hassan Kiadeh;Stephan Ripke;David M. Howard;Penelope A. Lind;Christine Søholm Hansen;Kirstin L. Purves;Francis M. Mondimore;Christopher Rayner;Gail Davies;Julia Kraft;Thalia C. Eley;Toni Kim Clarke;Andreas J. Forstner;Lynsey S. Hall;Marie Bækvad-Hansen;James A. Knowles;Ian J. Deary;Carsten Horn;Warren W. Kretzschmar;Jonathan Marchini;Hilary K. Finucane;Julien Bryois;Ian Jones;Fernando S. Goes;Isaac S. Kohane;Dean F. MacKinnon;Na Cai;Hamdi Mbarek;Marcus Ising;Valentina Escott-Price;Evelin Mihailov;Franziska Degenhardt;Sandra Van der Auwera;Eske M. Derks;David M. Hougaard;Mark J. Adams;Christel M. Middeldorp;Christopher Hübel;Tim B. Bigdeli;Enrique Castelao;Nick Craddock;Karmel W. Choi;Héléna A. Gaspar;Sarah E. Medland;Jonathan R.I. Coleman;Scott D. Gordon;Henriette N. Buttenschøn;Josef Frank;Jane Hvarregaard Christensen;Thomas F. Hansen;Donald M. Lyall;Grant W. Montgomery;Jouke Jan Hottenga;Rick Jansen;Tracy M. Air;Eric Jorgenson;Naomi R. Wray;Niamh Mullins;Sara Mostafavi;Lucía Colodro-Conde;Per Hoffmann;Carol Kan;Shing Wan Choi;Donald J. MacIntyre;Abdel Abdellaoui;Ian B. Hickie;Maciej Trzaskowski;Elisabeth B. Binder;Silviu Alin Bacanu;Wouter J. Peyrot;Till F.M. Andlauer;Katrina A.S. Davis;Manuel Mattheisen;Esben Agerbo,2020-01-01,0,Molecular Psychiatry,,10.1038/s41380-020-0779-4,32424234.0,85084993846,2-s2.0-85084993846,Erratum,,https://api.elsevier.com/content/abstract/scopus_id/85084993846,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084993846&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084993846&origin=inward
Association of polygenic score for major depression with response to lithium in patients with bipolar disorder,Thurm,Barbara König;Ichiro Kusumi;Susan L. McElroy;Caterina Chillotti;Peter Falkai;Andreas Reif;Alfonso Tortorella;Ryota Hashimoto;Stefan Herms;Francesc Colom;Aartjan T.F. Beekman;Urban Ösby;Layla Kassem;Joanna M. Biernacka;Stephane Jamain;Nina Dalkner;Sergi Papiol;Lena Backlund;Frank Bellivier;Nirmala Akula;Susanne Bengesser;Susan G. Leckband;Enda M. Byrne;Mikael Landén;Esther Jiménez;Po Hsiu Kuo;Sarah Kittel-Schneider;Andrea Pfennig;J. Raymond DePaulo;Paul Grof;Antonio Benabarre;Stephan Ripke;Micah Cearns;Sébastien Gard;Francis M. Mondimore;Abesh Kumar Bhattacharjee;Clara Brichant-Petitjean;Sebastian Kliwicki;Andreas J. Forstner;Marie Bækvad-Hansen;Claire O’Donovan;Lina Martinsson;Bárbara Arias;Kazufumi Akiyama;Andrea Hofmann;Alexandre Dayer;Mirko Manchia;Fernando S. Goes;Markus M. Nöthen;Liping Hou;Tatyana Shekhtman;Scott R. Clark;Piotr M. Czerski;Armin Birner;Klaus Oliver Schubert;Urs Heilbronner;Norio Ozaki;Franziska Degenhardt;Hsi Chung Chen;Raffaella Ardau;Michael J. McCarthy;Mark J. Adams;Julie S. Garnham;Jean Pierre Kahn;Tim B. Bigdeli;Janice M. Fullerton;Maria Grigoroiu-Serbanescu;Pablo Cervantes;Cristiana Cruceanu;Mazda Adli;Tadafumi Kato;Yi Hsiang Hsu;Sven Cichon;Tomas Novák;Marion Leboyer;Tracy M. Air;Azmeraw T. Amare;Palmiero Monteleone;Louise Frisen;Jean Michel Aubry;Catharina Lavebratt;Naomi R. Wray;Joanna Hauser;Gonzalo Laje;Bruno Étain;Mark A. Frye;Fasil Tekola-Ayele;Per Hoffmann;John R. Kelsoe;Abdel Abdellaoui;Maciej Trzaskowski;James B. Potash;Elisabeth B. Binder;Silviu Alin Bacanu;Caroline M. Nievergelt;Marina Mitjans;Till F.M. Andlauer;Manuel Mattheisen;Esben Agerbo;Maria Del Zompo,2020-01-01,1,Molecular Psychiatry,,10.1038/s41380-020-0689-5,,85081737215,2-s2.0-85081737215,Article,EUR,https://api.elsevier.com/content/abstract/scopus_id/85081737215,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081737215&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081737215&origin=inward
"Genomic Relationships, Novel Loci, and Pleiotropic Mechanisms across Eight Psychiatric Disorders",Thurm,Jakob Grove;Hyejung Won;Alicia R. Martin;Phil H. Lee;Rolf Adolfsson;Miquel Casas;Andreas Reif;Bru Cormand;Duncan S. Palmer;Patrick Turley;Jonas Bybjerg-Grauholm;Josephine Elia;Russell Schachar;Robert D. Oades;Klaus Peter Lesch;Jennifer L. Moran;Yen Chen A. Feng;Hakon Hakonarson;Danielle Posthuma;Sandra K. Loo;Jaakko Kaprio;Marianne G. Pedersen;Aribert Rothenberger;Jennifer Crosbie;Ditte Demontis;Tetyana Zayats;F. Kyle Satterstrom;Meg M.J. Wang;Kate Langley;Giovanni Coppola;Marta Ribasés;Raymond K. Walters;Mark Bellgrove;Laramie E. Duncan;Preben B. Mortensen;Luis A. Rohde;Carsten B. Pedersen;Triinu Peters;Marie Bækvad-Hansen;Gísli Baldursson;Patrick W.L. Leung;M. J. Arranz;Amaia Hervás;Hreinn Stefansson;Eli A. Stahl;Maria Soler Artigas;Ole Mors;Claire Churchhouse;Elliot M. Tucker-Drob;Christie L. Burton;Timothy Poterba;Josep Antoni Ramos-Quiroga;Jacob Rosenthal;Francesco Bettella;Alysa E. Doyle;Jan Haavik;Ziarih Hawi;Thomas Werge;Olafur O. Gudmundsson;Jan Buitelaar;Eske M. Derks;Stacy Steinberg;Jonna Kuntsi;David M. Hougaard;Edwin H. Cook;Richard A. Belliveau;Joanna Martin;Felecia Cerrato;Christine S. Hansen;Verneri Anttila;Michel G. Nivard;Catharina A. Hartman;Joseph D. Buxbaum;Henry R. Kranzler;Jurjen J. Luykx;Dongmei Yu;Zhaozhong Zhu;Sarah E. Medland;George Kirov;Kimberly Chambert;Ashley Dumont;Dan E. Arking;Andrew D. Grotzinger;Søren Dalsgaard;Cristina Sánchez-Mora;G. Bragi Walters;Daniel P. Howrigan;Clement C. Zai;Philip Asherson;Hailiang Huang;Richard J.L. Anney;Tobias Banaschewski;Pieter J. Hoekstra;Paula Rovira;Esben Agerbo;Tian Ge;Sintia Belangero;Jesper B. Poulsen;James J. McGough;Anna Keski-Rahkonen,2019-12-12,32,Cell,1469-1482.e11,10.1016/j.cell.2019.11.020,31835028.0,85076270049,2-s2.0-85076270049,Article,JHU,https://api.elsevier.com/content/abstract/scopus_id/85076270049,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076270049&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076270049&origin=inward
Reduced neonatal brain-derived neurotrophic factor is associated with autism spectrum disorders,Thurm,Ole Mors;Jonas Bybjerg-Grauholm;Nis Borbye-Lorenzen;Michael Christiansen;Preben Bo Mortensen;Kristin Skogstrand;David Michael Hougaard;Thomas Werge;Merethe Nordentoft;Anders Børglum;Marie Bækvad-Hansen;Christian Munch Hagen,2019-12-01,5,Translational Psychiatry,,10.1038/s41398-019-0587-2,31591381.0,85073078772,2-s2.0-85073078772,Article,NNF,https://api.elsevier.com/content/abstract/scopus_id/85073078772,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073078772&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073078772&origin=inward
A large-scale genomic investigation of susceptibility to infection and its association with mental disorders in the Danish population,Thurm,Ole Mors;Jonas Bybjerg-Grauholm;David M. Hougaard;Ron Nudel;Merete Nordentoft;Preben B. Mortensen;Vivek Appadurai;Wesley K. Thompson;Mark J. Daly;Michael E. Benros;Anders D. Børglum;Esben Agerbo;Thomas Werge;Andrew J. Schork;Alfonso Buil;Yunpeng Wang,2019-12-01,1,Translational Psychiatry,,10.1038/s41398-019-0622-3,31712607.0,85074835924,2-s2.0-85074835924,Article,AU,https://api.elsevier.com/content/abstract/scopus_id/85074835924,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074835924&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074835924&origin=inward
Autism spectrum disorder and attention deficit hyperactivity disorder have a similar burden of rare protein-truncating variants,Thurm,Jakob Grove;Ole Mors;Julian B. Maller;Merete Nordentoft;Mark J. Daly;Raymond K. Walters;Duncan S. Palmer;Jonas Bybjerg-Grauholm;Emilie M. Wigdor;Christine Stevens;Preben Bo Mortensen;Jack A. Kosmicki;David M. Hougaard;Francesco Lescai;Benjamin M. Neale;Marie Bækvad-Hansen;Tarjinder Singh;Thomas M. Werge;Elise B. Robinson;Anders D. Børglum;Ditte Demontis;F. Kyle Satterstrom,2019-12-01,9,Nature Neuroscience,1961-1965,10.1038/s41593-019-0527-8,31768057.0,85075472497,2-s2.0-85075472497,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85075472497,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075472497&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075472497&origin=inward
"Disentangling polygenic associations between attention-deficit/hyperactivity disorder, educational attainment, literacy and language",Thurm,Jakob Grove;Ole Mors;Claire Churchhouse;Aysu Okbay;Alicia R. Martin;Merete Nordentoft;Mads V. Hollegaard;Mark J. Daly;Kimberly Chambert;Evie Stergiakouli;Simon E. Fisher;Jonatan Pallesen;Ashley Dumont;Timothy Poterba;Raymond K. Walters;Stephen Burgess;Duncan S. Palmer;Patrick Turley;Stephen V. Faraone;Jonas Bybjerg-Grauholm;Stephan Ripke;Christine Stevens;Preben Bo Mortensen;Philip S. Dale;Rich Belliveau;Jesper Buchhave Poulsen;Søren Dalsgaard;Thomas Werge;Ellen Verhoef;Thomas Damm Als;Marianne Giørtz Pedersen;David M. Hougaard;Daniel P. Howrigan;Jennifer Moran;Hailiang Huang;Jacqueline Goldstein;Mads Engel Hauberg;Joanna Martin;Felecia Cerrato;Christine S. Hansen;Julian Maller;Ditte Demontis;Carsten Bøcker Pedersen;Marie Bækved-Hansen;Chin Yang Shapland;Beate St Pourcain;Elise B. Robinson;Manuel Mattheisen;Anders D. Børglum;Esben Agerbo;Benjamin M. Neale;F. Kyle Satterstrom;George Davey Smith,2019-12-01,3,Translational Psychiatry,,10.1038/s41398-018-0324-2,30679418.0,85060519969,2-s2.0-85060519969,Article,WT,https://api.elsevier.com/content/abstract/scopus_id/85060519969,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060519969&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060519969&origin=inward
International meta-analysis of PTSD genome-wide association studies identifies sex- and ancestry-specific genetic risk loci,Thurm,Allison C. Provost;Michelle F. Dennis;Alicia R. Martin;Nikolaos P. Daskalakis;Jonas Bybjerg-Grauholm;Tanja Jovanovic;Nathan A. Kimbrel;Bruce R. Lawford;Sian M.J. Hemmings;Chia Yen Chen;Catrin E. Lewis;Gerome Breen;Xue Jun Qin;Megan Brashear;Adriana Lori;Michael J. Lyons;Lauren A.M. Lebois;Angela C. Bustamante;Renato Polimanti;Esmina Avdibegovic;Joel Gelernter;Marti Jett;Charles Marmar;Michael A. Hauser;Torsten Klengel;William S. Kremen;Guia Guffanti;Mark J. Daly;Sandro Galea;Elizabeth A. Bolger;Laramie E. Duncan;Katharina Domschke;Marco P. Boks;Lindsay A. Farrer;Milissa L. Kaufman;Andrew C. Heath;Christopher R. Erbes;Anthony P. King;Alaptagin Khan;Jürgen Deckert;Douglas L. Delahanty;Marie Bækvad-Hansen;Janine D. Flory;Joseph R. Calabrese;Lynn M. Almli;Eric Otto Johnson;Shareefa Dalvie;Allison E. Ashley-Koch;Adam X. Maihofer;Ian Jones;David Michael Hougaard;Elizabeth G. Atkinson;Aferdita Goci Uka;Murray B. Stein;Daniel F. Levey;Seth G. Disner;Jessica Maples-Keller;Katy Torres;Alexandra Evans;Rasha Hammamieh;Andrew Ratanatharathorn;Dewleen G. Baker;Dragan Babić;Elbert Geuze;Bekh Bradley;Mark W. Logue;Henry R. Kranzler;Supriya Harnal;Jurjen J. Luykx;Karmel W. Choi;Nastassja Koen;Charles Gillespie;Ole A. Andreassen;Jonathan R.I. Coleman;Sarah D. Linnstaedt;Richard A. Bryant;Scott D. Gordon;Anders M. Dale;Paul A. Arbisi;Jean C. Beckham;Laura J. Bierut;S. Bryn Austin;Søren B. Andersen;Ronald C. Kessler;José M. Caldas- de- Almeida;Ananda B. Amstadter;Karen Inge Karstoft;Bizu Gelaye;Jonathan I. Bisson;Norah C. Feeny;Alma Dzubur-Kulenovic;Angela G. Junglen;Miro Jakovljevic;Bozo Lugonja;Carol E. Franz;Allison E. Aiello;Caroline M. Nievergelt;David Forbes;Melanie E. Garrett;Anders D. Børglum,2019-12-01,18,Nature Communications,,10.1038/s41467-019-12576-w,31594949.0,85073062147,2-s2.0-85073062147,Article,AAL,https://api.elsevier.com/content/abstract/scopus_id/85073062147,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073062147&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073062147&origin=inward
Integrated analysis of environmental and genetic influences on cord blood DNA methylation in new-borns,Thurm,Jakob Grove;Meaghan J. Jones;Nikola S. Müller;Pathik D. Wadhwa;Georg Homuth;Siri E. Håberg;Robert M. Maier;Heather J. Zar;Jonas Bybjerg-Grauholm;Stefan Herms;Aartjan T.F. Beekman;Gökçen Eraslan;Michael J. Meaney;Erin C. Dunn;Jari Lahti;Gregory E. Crawford;Michael S. Kobor;Nese Direk;Michael Gill;Yihan Li;Marius Lahti-Pulkkinen;Ivan Kondofersky;Pia M. Villa;Enda M. Byrne;Baptiste Couvy-Duchesne;Zoltán Kutalik;Dan J. Stein;Julie L. MacIsaac;Conor V. Dolan;Farnush Farhadi Hassan Kiadeh;Stephan Ripke;Christian M. Page;Penelope A. Lind;Christine Søholm Hansen;Jesper Krogh;Rebecca M. Reynolds;Gail Davies;Julia Kraft;Thalia C. Eley;Toni Kim Clarke;Andreas J. Forstner;Lynsey S. Hall;Marie Bækvad-Hansen;James A. Knowles;Ian J. Deary;Carsten Horn;Shareefa Dalvie;Warren W. Kretzschmar;Hilary K. Finucane;Julien Bryois;Kieran J. O’Donnell;Fernando S. Goes;Isaac S. Kohane;Dean F. MacKinnon;Elika Garg;Na Cai;Marcus Ising;Valentina Escott-Price;Franziska Degenhardt;Eske M. Derks;David M. Hougaard;Mark J. Adams;Claudia Buss;Tim B. Bigdeli;Enrique Castelao;Nick Craddock;Nastassja Koen;Héléna A. Gaspar;Jonathan R.I. Coleman;Scott D. Gordon;Fabian J. Theis;Henriette N. Buttenschøn;Josef Frank;Karestan C. Koenen;Jane Hvarregaard Christensen;Thomas F. Hansen;David T.S. Lin;Hannele Laivuori;Eero Kajantie;Douglas H.R. Blackwood;Jouke Jan Hottenga;Rick Jansen;Tracy M. Air;Stephanie J. London;Eric Jorgenson;Naomi R. Wray;Darina Czamara;Sonja Entringer;Lucía Colodro-Conde;Wenche Nystad;Per Hoffmann;Donald J. MacIntyre;Abdel Abdellaoui;Ian B. Hickie;Maciej Trzaskowski;Silviu Alin Bacanu;Esa Hämäläinen;Till F.M. Andlauer;Manuel Mattheisen;Esben Agerbo,2019-12-01,11,Nature Communications,,10.1038/s41467-019-10461-0,31186427.0,85067229888,2-s2.0-85067229888,Article,SAMRC,https://api.elsevier.com/content/abstract/scopus_id/85067229888,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85067229888&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067229888&origin=inward
"Development of a multiplex real-time PCR assay for the newborn screening of SCID, SMA, and XLA",Thurm,Anne Timonen;David M. Hougaard;Jonas Bybjerg-Grauholm;Cristina Gutierrez-Mateo;Stephanie Dallaire;David Goldfarb;Markku Jaakkola;Dea Adamsen;Katja Vaahtera;Daniel Schoener;Marie Baekvad-Hansen;Galina Filippov;Rongcong Wu,2019-11-02,2,International Journal of Neonatal Screening,,10.3390/ijns5040039,,85075466329,2-s2.0-85075466329,Article,,https://api.elsevier.com/content/abstract/scopus_id/85075466329,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075466329&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075466329&origin=inward
Response to “Newborn dried blood spot samples in Denmark: the hidden figures of secondary use and research participation”,Thurm,Bent Nørgaard-Pedersen;Jonas Bybjerg-Grauholm;Michael Christiansen;David Michael Hougaard,2019-11-01,1,European Journal of Human Genetics,1625-1627,10.1038/s41431-019-0437-y,31253879.0,85068145801,2-s2.0-85068145801,Letter,,https://api.elsevier.com/content/abstract/scopus_id/85068145801,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068145801&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068145801&origin=inward
Fragile X syndrome in a male with methylated premutation alleles and no detectable methylated full mutation alleles,Thurm,Audrey Thurm;Xiaohua Ding;Karen Usdin;Sarah L. Nolin;Bruce Hayward;Carolyn B. Smith;Inna Loutaev,2019-10-01,2,"American Journal of Medical Genetics, Part A",2132-2137,10.1002/ajmg.a.61286,31356000.0,85071996776,2-s2.0-85071996776,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85071996776,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071996776&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85071996776&origin=inward
Immunity and mental illness: findings from a Danish population-based immunogenetic study of seven psychiatric and neurodevelopmental disorders,Thurm,Ole Mors;Jonas Bybjerg-Grauholm;David M. Hougaard;Simon Rasmussen;Ron Nudel;Merete Nordentoft;Rosa Lundbye Allesøe;Preben Bo Mortensen;Mark J. Daly;Wesley K. Thompson;Michael E. Benros;Camilla Koldbæk Lemvigh;Anders D. Børglum;Thomas Werge;Alfonso Buil;Morten Dybdahl Krebs,2019-09-01,3,European Journal of Human Genetics,1445-1455,10.1038/s41431-019-0402-9,30976114.0,85064242411,2-s2.0-85064242411,Article,AU,https://api.elsevier.com/content/abstract/scopus_id/85064242411,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85064242411&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064242411&origin=inward
Genetic Variants Associated with Anxiety and Stress-Related Disorders: A Genome-Wide Association Study and Mouse-Model Study,Thurm,Jakob Grove;Ole Mors;Merete Nordentoft;Jonas Bybjerg-Grauholm;Preben B. Mortensen;Thomas Werge;Thomas Damm Als;Kirstin L. Purves;Marianne Giørtz Pedersen;David M. Hougaard;Gerome Breen;Mikaela Laine;Kalevi Trontti;Thalia C. Eley;Ewa Sokolowska;Marie Bækved-Hansen;Manuel Mattheisen;Anders D. Børglum;Iiris Hovatta;Sandra M. Meier,2019-09-01,8,JAMA Psychiatry,924-932,10.1001/jamapsychiatry.2019.1119,31116379.0,85066912475,2-s2.0-85066912475,Article,ERC,https://api.elsevier.com/content/abstract/scopus_id/85066912475,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85066912475&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85066912475&origin=inward
"Long-Term Neuropsychological Outcomes from an Open-Label Phase I/IIa Trial of 2-Hydroxypropyl-β-Cyclodextrins (VTS-270) in Niemann-Pick Disease, Type C1",Thurm,Audrey Thurm;Simona Bianconi;Cristan A. Farmer;Forbes D. Porter;Lee Ann Keener;Nicole Farhat,2019-07-01,6,CNS Drugs,677-683,10.1007/s40263-019-00642-2,31187454.0,85067391581,2-s2.0-85067391581,Article,NICHD,https://api.elsevier.com/content/abstract/scopus_id/85067391581,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85067391581&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067391581&origin=inward
Genome-wide association study implicates CHRNA2 in cannabis use disorder,Thurm,Veera Manikandan Rajagopal;Jakob Grove;Ole Mors;Mette Nyegaard;Merete Nordentoft;Jane Hvarregaard Christensen;Mark J. Daly;Per Qvist;Jonatan Pallesen;Carsten Hjorthøj;Jonas Bybjerg-Grauholm;Kari Stefansson;Thorgeir E. Thorgeirsson;Preben Bo Mortensen;Thorarinn Tyrfingsson;Thomas Werge;Gunnar W. Reginsson;David M. Hougaard;Laura M. Huckins;Allan Timmermann;Thomas D. Als;Kalle Leppälä;Marie Bækvad-Hansen;Daniel F. Gudbjartsson;Anders D. Børglum;Esben Agerbo;Ditte Demontis;Eli A. Stahl;Hreinn Stefansson;Valgerdur Runarsdottir,2019-07-01,11,Nature Neuroscience,1066-1074,10.1038/s41593-019-0416-1,31209380.0,85067847434,2-s2.0-85067847434,Article,NHGRI,https://api.elsevier.com/content/abstract/scopus_id/85067847434,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85067847434&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067847434&origin=inward
The Need for a Developmentally Based Measure of Social Communication Skills,Thurm,Aaron Kaat;Audrey Thurm;Stelios Georgiades;Stephen Kanne;Cristan Farmer;Somer Bishop,2019-06-01,1,Journal of the American Academy of Child and Adolescent Psychiatry,555-560,10.1016/j.jaac.2018.12.010,31130206.0,85066035363,2-s2.0-85066035363,Editorial,NICHD,https://api.elsevier.com/content/abstract/scopus_id/85066035363,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85066035363&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85066035363&origin=inward
Post-traumatic stress following military deployment: Genetic associations and cross-disorder genetic correlations,Thurm,Jonas Bybjerg-Grauholm;David M. Hougaard;Karen Inge Karstoft;Adam X. Maihofer;Caroline M. Nievergelt;Robert J. Ursano;Wesley K. Thompson;Søren B. Andersen;Thomas Werge;Ole A. Andreassen;Murray B. Stein;Marie Bækvad-Hansen;Yunpeng Wang,2019-06-01,0,Journal of Affective Disorders,350-357,10.1016/j.jad.2019.04.070,30999091.0,85064147578,2-s2.0-85064147578,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85064147578,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85064147578&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064147578&origin=inward
